index,text_a,text_b,prompt,preferred_text
255,0dff8ee76cd192b3ca4800685c26256d0c39a9f5e7f9f99421abae4335f3e257,eef640b45cce9b5c773ef92229ad613e2f562636032b3e52b157779157ba6a67,b07cf13ccf3f4c994e4442421cc7a77f850914270c9c5f90442e2be8b773b951,text_a
528,d4fe40bfd929acd7e1f5f82ae802dc03a1d4e173a2c6cd8ba9279d2252a67199,aa928cbfb82c62ae3510b4c9cc4dd4ed40624ff462299e232f1ab71a35a8ebae,f04895c77cda6198ea8681e6776d35cff84ff6e9cc3eee03cf51b2abded68d1b,text_a
115,789387ec75d899e19b876e2f6da613f5c4e470a83095d67f8f86b9a2439ed877,86b78e63b7932b141ad4fcd300c76cc1abd8806b539891a03e6f3eecb643e483,acab837a8c6a581bbef7142e330c6098dd8251237060c16486d414409607290a,text_b
629,b9038953be06016b491cbd55e12236a47f2d8cb1ab7fc2d909dc152c2f6a7b90,3bb2376a78165cd56c6696cf97458605c2a91b82f325307f37cd741cf4da10dc,67f23359c8b2f86d4cb1900a9ac174e695ea352790ec326017625e37bb176050,text_a
545,7cefe620f88a591feefdb44de028f1dbb6a40e8e9d1f5b0ea1b2556f8e51451e,50865166d75a7e021306d2c3c84e38871702dd5a2ea29461d8ecf4676d9509cc,836191796888b060c3a77f91ca3031f7a00b54fcc4abc9e479832e5a286ca43e,text_a
643,5db2a4f295f80a744d9c58becd6533c5dec4414a2e36ba16bb38d3f31d93a822,77eed1cf2e9beb8a4dc93f4e561338b7d6b36d93ea8a7c511d34c503c7385897,fe89f4e92848dcd9f784f3c81ea3c5f847c5ab045e4969aa9ed7a2af99e8445c,text_a
37,c30ba685f0e8a3935dcc7f80d25f25c4ab344d0be3960b1ed119b2972b288f8b,5bee9b0d91c3abb6ccffbd4e938cfa2edd90c1c75e17dc9b90f278053f1880db,bb873b6a7a8ce18dfd768b604604c279c980175077b995d05905050b0f875c03,text_a
413,791a0eeae53f961a537404784f01934438eaf55700731d4b0786d571acdcae34,1e7f3b05b9360ec45b5b377fb0ba20ae53dff1946f818d17061ac21ec72b24f9,f90ca5248abdd217bb1aeb46d74f71992939952379e36687811d2a8a12b5047d,text_a
533,778608c67369a9dc01bb63f38bb81a0c02c78aea29bbbc01e58e1b34009bc3d0,53d7a0bbfaf852218f2b39a19d20c3323c5588d4b6b0bb9e3e251585257fcaae,7f406a0699249bd296ad9746d2f0c2db61259e4ea776de140126b7d2f79f5470,text_a
636,d35219a3e5d168f1914e43657698633b3cdae88a94f0e1febfe38b327eab1a1c,6b82a5b5d7d57d6ba2c9a95ea5d7f179be06165a35525abb3f303277047c3356,b03e6a6b79c30a903a47e22fdd586f5c59b3e8b3fbcbe2c2fa805a65af04835e,text_b
638,cb247066bdef37d1c1ce6ead3d3fbf7babe7789662e72347a833940bbbf9dbc7,851207fa4576a52ab873b7c36029a497236ff41c446e0835e1982a03a6b24b33,f7f777aa58ebfe76a92dec87354c5afb94bc14a255d94b00b1d399a391464cf0,text_b
362,774516f044dadb354a3f467b82840f989891501465af3e76d30ba10cb36bef59,c607605312587ae3554e033fa133f584f967199d6974d13b08cb911474524e47,7e7b6987ab10df71e3d74b9d982f5cc6d9d36a60582ce227856730c38989a069,text_a
462,9cf1dcc31709025fb36de8c1916e9f57b66fb6a91d013939aee106bc6a7bd9c6,c304ba093b9c3109db76dff59e8b2b450823305787045df37829b11cc9da5483,51293c8304a389a83b56c5dc6fb94de33f234fddf34c34826ec0d3a7409672e6,text_b
96,6c607e0c27a1d1d0615546e533010d2d8f58c78418ea5fd3ed95f66a259e480e,bfa8438614690e7f39f8b94afbcb9b272a36328b176fb9da76b6844cdf84b716,39ad234e3bdad2447641156b429b65bc415706c13696655943b428c194383e09,text_a
600,ba7b6fef7e37e2b180fad21a654019ce85540aba1e4b56258f3824633f7f762d,d8d0f192f62cae43f6228ffa2ea8c6aad63f0448af9a79cac5468437f2b230d7,9d1fa21efa20237d8733a4a56ee948e4a45754c75164e1b25b630ec347db4836,text_a
645,a176b2391dcb8ac37c20c72ff1f3474eedb9591d74317e555681c88a4112042b,59e2af7c3626fe4116718d9dee9b97c68e425f1e8889b2adf17bb520852ae4da,a16b518439b1583385b9cbd94db238a5c33a7fbab6af5251fa077abbb5912367,text_a
279,8f66257b8d66ea01ab965550a27ff4390aed1d81cbdb7d27ff1b5fa2b8614ac6,e1ba779a417dc2501d7f23cf44d5c11942cb6978d6a2ed20b5054d7800c6a537,43166f791405e476d47adb93829c743a20c861d0620dabfe25055fd97fa05f16,text_b
135,4d32ca744703f9ac94675dfcf23675a7221185dc6ffcd13ddbee7bf06e969c4e,2106e1fb80c96e690351dc21d8b5a74872a7328b0396261fe86da7d588aefaf0,0cb01c15018d4a9dcefeb17ef6ee0624a97b01da9a6609ff7a00d4adb579b9cd,text_b
436,3dd6bc900ebd05f9eabec9a45f907debc7114d8322201b077b3eec899a67cc23,5c19c489230dc3c2120ad023ea973d1a7c330308e0910766ad75b98970ccfe2d,ec299f2a5e836edd880dfb8ddc7099da17b4e0db2f19d27f9f40964cc8ea638b,text_b
520,578ba14d542078e4d1617ba3c035be8b0576173eba93fb2997eaa1a9f8b38d42,38f483b4de959dbd93653bb979e1b8de1630babdcf50492a02a300faa70f5d62,df5624a3e1736139ece76dc1354c8a0ffa3d9e15fe107530ba94db6ac2656f5e,text_b
438,665d31072468c5fb17e7ec6458d75f4784a1e63a35c23858b0e49e0180a9282e,c192230a0cc9279693ad050f7d2844b47f53e4db4af8fbd06019910bc91e2083,d95ca9d6163af7729f301085d13e8455e16100ae052c5f3986bcbdb002cbc047,text_b
575,45a873ebde78e4d07d9a52bf54b06dc64e5bcbc8edf4b5a425e3d4b1e66948ab,889b6fb63f2ace47e47abb0811bb0dff87d42aeaff86338c6dd5f65edbfd1291,2a834a5a1c46e519588483757d74420132de89cb67c0de7ecedbb0552ce5c090,text_b
226,f1128fb61cf3259fcf4b3d0765bd37e1d08aabacdde22f5bb8dfda3f5860f2bd,9a74afc1d8600bef6ad74e18612cef4a15750887a65e87eafda4f18e17294186,8be9430f49cc4ae26f10e71342a0dfac30ba142d536f7bac076c4b6fb4e20119,text_b
4,7a9d69f0f0b9dfca474837434058ea1d6cf40241f1fd852645f96500dab060c8,e048b0ed3536c5225173d88cb2cd2807258809186cc73496728f38d91a5e0eb6,23182824db96a4aa766171d11278c66b2ffef7bef989344b42019f69f552424f,text_b
435,9c633c81c4f7d3a4c54f7ebf361d797ee344283567a80da2ab0fcd052dbea796,87be0816a6361337975802cbe23e105040eca26c0f030f40b06b45edad60c41c,735d7e8b1d4e17554611998f621db2273d2fea8eb103cdb308ccaa05b22a9af3,text_b
534,1afbd5d015ac0e718e4573349ecfab8626ff9c2ecc2ef05c833a2c908bb9259c,7a5b7b4b5151079a814f5f347eeda70592dc43e355250f76a460a9c6c3b8aa97,e9cde3eec8e27227a9a7af1a310606cfa0026ac81582da70a6fe1ed59c905c6d,text_a
85,9bb2f66712fd878613ea9627eca437bfe42dcd265df1bef23fbfe2d90eb6c51b,cb3834e3ef56c846d38b473af0f963646f4c4a9560c48d89e8c8884c1dd2c17a,f3f19a85941422fe377f36e69dfb8fcba9c3091e6f891c19d8c14b779f4b08e7,text_b
276,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,fc28e723f46f77684f3b7e91320b5c4f6a5d370075810bb6a11e6ec20dc8f68f,aaaff107179c3112e2134340c41a779f216cc9bdf5240c51f981513d428301f0,text_a
78,5e22c6afcf34144e460b080c73ffb2ec0a9f1f18c4a2b8fb5cd7d77e66cf322c,0a295d6b502a0642a96de7acdab21560299b5e3f4c6fd87848ec1d39ba105d5d,43fcb11960c1a8cf541c0497d2f564c778ae6ab9b7c960fbd75d17aeb3c501b8,text_b
566,041e620cf95d352b8b292dea4a77788d88b4816fd986108ddb84391071c20727,d346d7a02b11748caaa324760614351f089b8503a4c22da2f66e28fff671b55b,ad3898f37ffe6cf8cbe01ad534b5ae40ebd387dc5290e100ede6f09ef79d12f3,text_a
125,89636f8384914ab6b6354c2c03b9e39c47c5bf4057bb92a96b136372678e443f,df860d8c14f99dbeadf701756b6e9c49c413b9e2e44a8adaee2edf29d43bf6be,c173160d46bf733c3d701fb206c51403711273e13b5f05884b32368525d1fe2b,text_b
630,2ffacf2e7291de38d65695ae08ade4fad4b9e39e8ec1b460fb23df55a1352fe3,d7f1a3d227385e9420906ecbe3c160438039e07aa2561e2f4d2de3126aae8a59,3f2082901e3a9adc3a6cea3e73868da000e169bdd90d093178b4bd65e2034cec,text_a
244,4c670054950aedcbcd137d3cd54e084c1629aa9c66224245ab435999b8eba2ab,2baf02af1b3a28393472cac19eac4c98c4faf4dc250693051150d7f3eeff04a6,e153be54fa91c78ac194f85bf7ddb3222e009b20da24e2817c6217b5c5002dd8,text_b
40,e9e18f17023dc04be44d0baddc2077c6a43252b3f39bbcfef47387bace307dfd,2d18dd4c4ad192e5382397b1e18aa98e20ad3201e8f314b00209e310f5a5ac0d,9a75b39d91125396af46bb6e747f60e06f82eb73f68b1c778652f8100b2ad3c0,text_a
97,c3f6bed492daf7c6564fb27d5169a4486dbc425b200c2044389b793decc7a26f,68e1c9eed7b6301dbfe297302f9aa8a2d7099b791bfc1dfd59935fea304404d6,40dfe79a40f2b307499dcf1ba07f68a1d2f4940e4deaad5d435b6a4c72ca3870,text_a
0,5b054f52ad0040307de7acfd16b1a65a4246a127ac6d4dde79ace37e9d0ae2dc,556ba48c0febc759de7479a84540206862f0d83c4a14f0a74423a73985081497,5850c6839a5ce3ed6337caf1319211f50190163b0361103efaa39f18e9a87cbb,text_a
15,e97c6d60ce44116dbe23069fbf96dc9e40747bfbcb0d93d65d1fe1fdf0c5338f,a7b8dc9ac7dc489e9eadc0703c6dc256d43e4b8b22bd6e6fe9866d640541a4ca,67a04476ae2cb231d90db5793bbba5ad47ec875f60e5b8b0cd155e017da8524a,text_a
540,92a9dd3c9e0122cdf8020c0aea5b3e13716feb315f9000f31cc7df99b6d3b127,abbeb838db21352d42f437b4588bfcfe61dcbb21c19e69f387eea7e9484f001d,99eb25747ff333b57138d34b5f0a4a001af5a5a747ba9125453519de78db7fc1,text_a
29,5856a5143eb96bdc2fd2ae3e3bb86ccdcda17e7253fbe661d53dab4d40d46f49,65a2635e4dd67bb5adf35a4f45c0ab539cd2c3b1fc748170a15b4a3be6b7af28,b1ac71f1a8eb79468348edffec6e04f1a6e4e1793cded02cd4fa18f6b6fe6faa,text_a
90,c635fc6a1774ff61f1f7ae17821e9a1cfbd4b5e6b6009a85623dcfbef6b3e044,1bed505e5df1fb3d17568210e8954df7c79a7eac444c41701b404cafb2a1e058,b250b191c1640adccff0b2bca1cfa6c32f98349455103436c8f4bd799e7bee32,text_a
240,20865b4972ce3384cc370a7772326b42919af5038725238ec1126f4971867049,c0cfdf5a106731e3035dd0879d8968333b0b371ebd0ae48718a0fcaad5285620,988577662db540cf400a6bdb6ad4567acacc96b7e798b216492c652675e41092,text_b
172,db3d8b40e555a010894631bd39067a96b2f3ab3b95e493f2767a1c34d3f396fd,a413825c4171a4c89886f59ddf70dfcbffffd339f466a2137003b99f70427fe1,9ce0b1fc2b29358d514104951bb1ea17c49c072f1a87cf9814a9afa123d59737,text_b
535,81f8147a7a3308030934f0f685b177ba9be50165626bc8b738a22574c984d563,4a4e0f08fab56ad7005217e9a59d914c0422dfbb723218742e27d275a28d3777,2081a171831382d4767f9793f567ee08f29e2958668892e6b90dc649ba0e8838,text_a
253,bab3ce5f123b9197a63cdc81584191d4fb5227eb198dc9bf7b0b89a8f512118f,a5035dad0a430fbced197c46f0af3e06a79a4e3199eef3be7eedbb5afbb2e6cf,17483199491cbe6abf22b7b013e25542aa39ffb6aa0a24058fa47483632df20b,text_a
68,880ca689b52fbdc1ba32ba8d080dc0496ae74a5f7f95dd0de1c9e783fd1d7b19,ba32509cc0bd44aa218974547d05937d9c6ce87d4947e8ae6bb5b4ff8b7b30af,1e6ab93a655655f21a7c641e26763135ea538a56a6f1681dd2b9c6a6db378057,text_a
193,87a5796e98b52bd275c651160a8e3a85718748224c0aacd3a4976fe23a6dcc76,d64c1f85557790a4e12f3051f4661760f5213e43183aa2b9d2c3fba305382ea4,271c351645d599bacd3da9dc26aeb10721b641f429e54442448586ed56fc6c9f,text_a
23,b3899b29028ec37e6a82939722bf9f7aa9657e0754f43f30c53e2ea4394ff737,b84340ec2904b078feeeed9feb20899ee0fe9064c588614e65a1ba8055bef7b9,cfa9cf74e101a387ea0d53e6f9589fc26c1820c96d34551cc7ee8a52d40a3bca,text_b
269,1d2f46e150215a431cdc69b85fee471ebdd232a86a99ef307d480154e7f21e7d,fc3fa51f170ad0304f5da070551dff6d28740837d08439b63fc959d181f0c2fc,481e09493eae81954c01bfd04a1257b9a0167feb3312d3b7b72a1ad208fbfa6e,text_a
101,5219d348dfb4bb572ba64a516200b1ef4fda256e8d7d704803a50580ac2f0a76,0aacefad9eae05538217530b23578a19a8185670c0bba460f2e6abfd22891c48,9fdcb3eb944ed081d81c7d97971eb80b1e5e21199184b2f4d8873b61371be594,text_b
642,4d73c9cb88940685bbceacf241efb8fc31f4d4c7b0fba2f2534396be5ddbe164,2d8e961d982b627e06436566f7a9e59bfdfb1f52637edf7e2cd3b704f33f9395,ce0a5fd8413a3cd1f133313b51ce7863c2cabbbd74848c4b3713e6baa6aa271a,text_a
340,950dbba81f45c2ed34a6e0d371ba251ab28ddc9230149e018a31c230e4d56664,2b8757678582276ad8e7a788601970b51b57cb2d8c903e04807ea2543069babd,d07276ff0d15c1d9f3984819878b65f6a361da8b0b0158b759fe48683ec8a2bc,text_b
420,3a01349b61abae2c62047e31bebc8ae25b2ba219b226fcbbbae346e65f47e532,072a5982ae7b73791c6edaa45a8e9c524f639a5b5068a0dc9fdfdbcc680139e2,dfaf8eef3324927e704998f1e83fc631371e36071003789ac0e68ac28c579b44,text_b
628,f35f928596067926d19f373908d75f91f1393196cb5e8ae0643a5751b252aa9b,d98a24d25f409b05772fdc33802cea105a0fca3ea8f367f1485e22a365f496d1,867112d6f56b8c3c1a8dcc027175069e69dc617d35289e5a54a7bf660efeb7c0,text_b
106,abdd1a6ab15ad6c0b7d4986b8deddf0d8040efc78a565a322b9be06509005481,8d1d458f96a0468761cb60412fe702ffd7c4fafd4c543fb01c8458b545f1ea5d,6f20a99b61804a1364ca0256fc61b27349f4752309f60d607b69485dcba54972,text_b
49,7b81c48e2ad18570f96f0e98c6284e8ec98454b8f0db7e31be518b4ada1f1b27,2a0590a0821a63b67edb72a061f320dc321f6bd2102db20fb0607f92043125dd,1e8811ce6e8b2532ed3c6204422205973ea6f5b76774951161e78b40618169eb,text_a
589,e41bc4c7a5f51cc5a29c1a313ae91e369feb8fb8ab9fc3bd977153b5ee4e3d1f,e322821c4cc7da822d86fe0e146bb0be675b323b05f1e7cb0bf48662faf1f6ce,df7ec49021dc6f5b756117a9792dcb048fa16a09cc0ade29fa7331cce86cc366,text_b
59,be3dd7b0d9224efaf49ce30eafd5ff3dbdd9b3e7307b4c5b875e60d78dcd0466,61afa30a742efbdf330349fd4a3242a29bebe4ad6a3f687d9a2a839e32823442,85a8ac036ff756878900e12fb2e167afc8d7bf13175bd7084508c63f0056684a,text_a
312,9210d48725a85327dacbbef3fc7defacf61f942d7a01d80aabfea347091099f0,b1884c089d04b4e925e2be205b9e0c848989b6b83081637e8ecf4d20dbb8ce11,2fbcc1d357b02deff11565a66893a2fe786bd3d81d06afb73d027bdf6d9d326d,text_a
510,7a962dacda6d1cf4e9421f490c22b4d296d0083ca8c6e73bf20f33ec59259aed,4bd0514427abad6e39aa10e41816e61ac5ee96b7de91e4001274e04ca27208e1,961f3d594e195272d0dd370776c03592317fc48172bab0569ff96b341481dd19,text_a
457,ad095ea198f82e37a5694a52016186be488d60cb1d492af76f73ac0ae6ab612d,1f6bea6e285da83657a66da7e0099493909ebe6f01603e8b0407f469afd73ee7,15d952f994a908e6966023334459a0775d0c806e2e4ea8d3dd576fadf28bdb3b,text_a
446,522e92b99b51b5b8a83757e89a9b3fec75200bfc6353bbbcef4ba71f2fd05a8d,8c6b4acf66cdae01c4f63fd1d86252d32aea67c591ffe88e0348b53195498ed4,fc07646a37f47bb2659aba5e1fe8124c3b79706d6acaed07fd1fa8de60201c9f,text_b
359,a264c18fd3b31e5b3281ae82adc9df10a53dd6dce951fb3fd91d05d641c90c53,b55b3b47eae4425cef8c758a73887d66dc68d81da0bc5a4bdba829d3fb3cb0ce,fa4deae264126a6c7d96b03c7b75211ad117c11e2fb9bfdb91c58d7624a30107,text_b
377,f23833d656af66b5dabaf783a8d7d1e5299316f8d50e403d2b360584e4c18237,b306c3d893a1c44e5630109cc8aa1a78d655cbfd091b25fa930c15673cd6f4d8,f98c1c0027f36bf6e5553d68ea4f1c1b58aa246f7f8357adf5625c310bff9d47,text_a
414,791a0eeae53f961a537404784f01934438eaf55700731d4b0786d571acdcae34,01a70964a3c7f51fe779d342a3b799c09a27f798ad7db66e4659770dc4b01a8e,f90ca5248abdd217bb1aeb46d74f71992939952379e36687811d2a8a12b5047d,text_a
398,d7e889f6e9615c4321159279a3d8406041a8f7eb885188cb62b5cb3e0032e269,66ff871ca707785b744d4a5b9272e1d59e9792f4f6eb96a00cfbb79a609c1549,2d76cad37bf75a0be1aa3a9fa8e5cc3f9dafc286172580f39a680abac893c4ca,text_a
348,77185ee794d06cf24429dcb7542c6095960f71fa0bf7040d1a09958a563781ce,541e9b8f2ff939937b3c52f18f77c20d1c1d3b0538eda2f008206ee23d1e1263,e4b1bf7418665b9db19ce9e629f8b9cda6debb4e5ddba8119d700d850e4f805d,text_b
84,d14b9574087754ffa9e2844eca987dd648042cf4e4e6cf7744987aecc3f67383,9c835d57f2a5e8585ead7ecdd63c062d8481a3bf118a963274eb9ed61770c112,5a91def99ff38d32cfe153440c9c7d849d9f88df685ba254b6635741ce64babc,text_a
594,2b68adc68f3a9c385a077b52ba2366ccb5aee5892569534553d1fa4a1ca3eff4,3cf4bee6ed5719428c6bd284aa631d0b26eb918ae465ca433a6a3158495e875b,223b9e5c033a662d241d2109d302d161d68761a8c1ae7e19704e502f14ac33e9,text_b
635,ac8d12c918ce12867c888995fdabe2360e6e160e729b55b6866945d261ce2c0e,6740bbcd5556876b7e36ffab6d9278018cd878fd36622e5c23215efa9ab7daee,7c7543b879715d27ebdc3a92feb4967ec53ffa6289d3f4e5e84a0b8fa0cda306,text_a
202,8012d8a275acef24ad867bc0f5628e9755837adff10753f74d2498e98391657b,c164477e7d72f9b34b90eb6f3a4c88c03cd423f19c064b440d87d3aace0ba410,44d19a06f197306493606f0ccbc4cf619e08915f73b83ba5f89ddd7b34442bd3,text_b
111,656bf9d1f65ab6c88fa8ecb56305a466347ff3d6476555cb74fd37888c00cde4,018cc02d7a6d104ed6e72fcc04d8b23600bd229c06d0808423c5e920a8fc40bd,2f0d99af6a6f0f7955f1a9e59a0e56bfdf7ce3e7bd0aa0bf94688219120e8df5,text_a
620,f24ea6e9b791868017bf98f830f7bd5516a857922b226a1b0ad41ff0b66154ed,dc544aed3deea56af8054fa1027a141b1015d0d1625da684ce0eb065e0dcc280,5dac3b61a9d5fa1caf9e3efb5b0cbdd54844050edf6d56cad90e2852b501c5f8,text_b
225,2c529b43f1877ec03b28ad27224a9a6b1d8bc69d2aa3b29d0f49877d1de071dd,684565fc77f07dc15916715b553af6c6ee44df0a1ef0ce4594df3196efcfc2cb,5967b65fdf8c67d5b83259ba6d57dc85b7f34ca5a02d1da7b90fe65a3542e0e6,text_b
418,a5fe62328c0e7aaecdd7517b896f3e30c0b26ea779c4d36e5ff878e3e5dd3eed,da0445a25744e243a3d6c1769c47a3f64c560370a6b7c41775b68dbbe38b14ff,0a3d7a71a62015aba8a8ae938f535dc833c474cde3b930391fb405e2b5bdb6a8,text_b
121,169678069caf7069bfded95fec40610c46e4787230537769588f29377d149852,7c375eefa0694d7f68fc84ec5e4168a6c47ab54847efa3dcd6209ae314e4d1b1,3fb11c745f4ff2310a02f0b1db85a0ea9ce9079de100b5b6aebf645a1fbeabcf,text_a
236,17020a3d94d597d1d58e5b031d2cfac4b8413120f83429f9e9de2778e0af1e6d,3c6fd8928b1f0b1a80753715075984d29e5a4f9b20fb8241ee57f47be09a2980,9fb151bc8e0e3dfe5f545868dc2618a092d8a6c9566cde1d92604553066c1065,text_a
539,92a9dd3c9e0122cdf8020c0aea5b3e13716feb315f9000f31cc7df99b6d3b127,12f1ac67695d12b36b20cdb8232ead4a8e9c464802f9671c13d4799e95e4704b,99eb25747ff333b57138d34b5f0a4a001af5a5a747ba9125453519de78db7fc1,text_b
409,75b0ab5ae03d08d90ff95aad3136bca4af03f3ab06100bd4269baed060e7c577,1957c4dedc8e39b8bed18ac098483faad1343f020297e2a3caabb0d87f548def,bbf7246c974b63974ebd1f73a200069cb2e8dbc76d8fcef52139aee35c8ba120,text_a
360,a6e51096dfef08d9e4aaa9da2f45c71fab649e4ea4c41931fbd54a00149ed88e,6db95893e3353d7110910faf8aac3b5b11de3ad010a95899f667254bc3bdf7a2,da361805f0cd30803d0be0d93f3cf5fa5f3ef9d2ff79ac33ed9af7b16057b23b,text_b
495,d017fb7f6d7dff36d4e191b4a29146989340e5b0595f08898e4929df3ad10b68,6382a3ab923506e050344fd7797ec4c0af6eef6daa6b67038f6cdeff4032233f,411a668b1b4fba971f1002ba0cdbcec54c65beefc8b031a51ca1dc1524c33fbc,text_b
615,5804e29e3c76c8d19caaf9d238d2606cb1c46b0d27da6a199b657aaed2d9b011,3fcb2af6a8f9b167b5798dbcefa8ef783914a153e4a2337c27fffa53bb9659fb,ff3a86763ff445dccb8d6918d77a73598e13c6a94b56f071db38610a7a8ed0ab,text_a
591,7c84da05c53259d0de3403d76454112833167458857db22d55e5af54ce7aa4ff,c486fa162d7450f7f2351984531bb7e8cf5eb24dcdc23004a93718225bb53645,fe9a2a3df74611bbed69aac71a8aed3aa41ab7658cb6ddc86acc1c94f71acc5f,text_b
422,5015cdf1072e251eb920baf5131a80e60c5a1ba5f57643d00affd21beb14070b,1ad11f1e440fb8a750362aa445e94b9ac686c05770db8c2605fd69393251c58d,98ba3060c8089a91012ff88716d5826ca1f6ded6ba37fcff7307b38b6a8afd1e,text_b
560,75d7c0729d7cadefbe6e5806729d94beb022844a1280d201048b177080b11f90,547ea6025d48bc2e581c647d18c26a1a1a748d6d2e7ab99b089f14e276f4ae1f,dc7c553ec3ec154054bbb942cd0ac44194c9204e181ffe90d3954df584c44761,text_b
452,15440e117cc746f95c5338ffa8c1289f62d39b6a893cda87983cd0dff11285f1,4e2f32ff0cc908883792f872c14eb15fa25239ab1fb22642ea8ca0a92bc525ca,ff1c4177f7292d940467eb2ad863f958960f7464da0f4f037f9b728d4b8dc6f4,text_b
117,5f49d7a0e38656262b02517b21ec40f2b0d0a61daec7bdb758768942abb8a236,b487666554a9b516bedb595f5c96976e45bdcf26597a6912ce5c7df69f66c4b4,ab15c7c0bffb89c7f351d2dd0159b6c3efc06604fee9cf98d03458f4d6b6c628,text_a
94,bc927963a9ceb003727b7a1a40324a65f98f4e37578652eadbfab50ad44b4533,f5c0df438d6d64a1563f9828e4c393ef15d53bc2e1ea6e88cb017b99f127d5c0,9b251fb151e766929209663585ff8cf00c1fe026c494cffa130aff8123834cda,text_a
573,5ae82e3eb4470397f98f09bf46247f5e2d89823f4f39d9b23190bfcd82fde1b6,be1a3fab20ac1379b7e545597f0b2c636401a443ef32b8714648abee475bf8fa,763dccbae34f1b3183a5cfeaecec66422f547836880402b885f61df1650a385b,text_a
19,f023df8f014c4869ddc226544c004e501b809e84a4e7587b746c7d8633dd3bb2,a113f9d2c263b998e269ae292b3409644dff83b6b80bba1ac84b0e0b53d9c499,939f3a85a92d085f5358ad5fc1f08ce29df71f1aaeaba2f84d42a3e3b03586af,text_b
325,8f7c41285df523a96f51d9288d9a40d7b0ca8af040476a449812f5a7c5fd834d,0ca716f2a3b6f859d9628cf1e0c203dfa487e2b9c4c7635e19b45349959df508,c010e44484dcc65ba15647f03ed4bdea280049dc9d365b8d2b249c8863763f04,text_b
500,e11ee5b06bffd34779a3b954fc923c47c6c2faa60599acd71f526a01ca3434e2,5267cef44604bcdd56e6d13a2fb31c502705811bc9756ad2ce6cdaa2b85157c3,a5f5a365c60517254b03a1709abf68b27b228c2ea9d43bfce307ed8f35851b73,text_b
24,678b1482419192e209e0c2cbc7dbde2a7f670698d0e0e9c021e110761b4fecb4,55c69236d06f119f9736fca98a54cb2d8f6feb68e57cf8444862d59baabd3ae7,ed408931f09619709f333322a17021027bce10158ffc7597522e44dc8f50b026,text_b
