index,text_a,text_b,preferred_text
244,b8f466d3665c10bf91cf6f565e7c32d9bef026c5bda82321071cad4d5857c4a4,980bfe97eae739a9bbc5af3ced261937847c20c6832ff27cd8acec319c6ae85f,text_b
40,f6bd9a1e24b7458e7453f8068fd31c8147646b480d0fc65ee431f51044fe615d,947cb08bf068a681ed61e0bcaa38a842e2373c911e83d9e100f2c380c7b218ab,text_a
97,5e0ed030ebed96745625d58a65118c8ed15e4ba198a120fe818d1f164527aca2,c5cc5c790f48d0816a4064e84da9ca59c1f0a8de173095bfdc9c1ae26b1233a8,text_a
0,d8a6daefb907eeb6071dd24e8f6165c448e07b578a3652595cbdc8f693659b9c,f304ecceb0dc24cbe2893dcca14455a7ff317ec2545bfefc5f851d31730db4a1,text_a
15,67dcab7c396013ccc3b4020320e627a84bdf31a3caca36123ac6e9bea5d5bfa7,f2c1303e6083bf2736793c0ccca8574e6b7f63042e3345ceab0fda1f226d4b6e,text_a
540,f13c030f77d3d605cda7e2d503d9d5ddd4f4afb5c6686a63d54bb0eb72ce7a9d,b7a9dcd162893db40fb9e4f79d15f9a7fc736c97ef79791e34d73c5bacce0d82,text_a
29,8d3e842b6ccb73b75bf95339f1b28a65eeaf0678234ba702366e26533fab7b46,c3d47a8165d2b6eb1d1b780168972b7fa0729678b668661c1f258e69f1fb2adf,text_a
90,d593b998a0b26913bb9040403e193e98c7b0273b581b59f13ff06f2c74bd1b16,215e29f784873947616b0b70b0a0926ad9a78889912e4cb99a54f9d6cb9fb80d,text_a
240,5da52602c7d330f745c97650eb0dccae828640d8abd7323f931a53d9b3146ab2,5a727024ef1aa21968b6ec4a7a97d061100d1794664b5b963e93c84e6a7bccd7,text_b
172,cfd0b3dd49be5961fd9bcc7ac2d7bea3b4f1f4993a95bab45999d3e57d6255a1,f45bff783c865fe09c1ac129832c678325a9f8626d26069b45c345080b5ebac3,text_b
535,a72d9fc8a7bec35417a9e9de52cefe37cf3965c3f918886846a3002c0dfdcd97,9e780a5828b768383fdd2dd0d87791c368d353d5f7d270178eb7cf95e8b57910,text_a
253,d3efdb56c46fbf55abb32e93d384f07158afd76bcb2cd86f709e09c0b6b6e78b,3d0489b2f6200bb9ce3014e219c43f9c3d5d67360fed047e4ba102012bc2556d,text_a
68,0157038bebc5799d0d6095998f841d40cd70b41135dc512293545c32e731a13f,00a32dc0e4868aee67c04d899062e5e242378418af8c6fe51966482074e869aa,text_a
193,2a022978a91eaa9ae88e8ad5c23b746f863b96a8e834575be2a79ff9e44c53f8,b7088bf404db5fa63f336f21a021e1c6b6d73598746269b8a1d35c91cd1288a5,text_a
23,4d0304fb75e68de72164a941f84387d2130bc74310ffc7b33354b07bbe55d00c,28449601512492d664e2010f8973d9ee56a1bd6b259c979e47e197e499ff5618,text_b
269,b5f6abfc7e2d8a2072657970597fb8ffae6fd0bcef470fb64050a48cbedbfc73,83273a60c488be4bd036460ae14da16690cd07aaaa807ff39d899e929875207a,text_a
101,7feae946e54e15be932f29fc2b2e54a5771ef1c5993ea207a4a886eeaf02bd0e,d8c5a1f7d8b9890c7df8a61613dd24fcfca8d4f03ec54963a5ab0670359bedbf,text_b
642,79b416a66dca5f03afe364577583f04125863f177e1602be38bcecd2e0d71591,2bbd7446f768a40debcd2c65521a45e56426bc9aa42b6e49d1d37bbd7e0e3ad7,text_a
340,c135d5d8fd36774d14f75b296232c2dfe90446d221735d17012ac002721d1f8a,e498f3334dd8831258272bb9a1f78591e43a6880b1810206bd128adb762734ff,text_b
420,48b598b9bb4a49187307712b41f352ab6c204e3bbbcfa1ac766511e262c3b4ed,987aa968b29e05d2f5cd7d07c8f5ff55a13bd41144164f7fcb50715ce6b5b51a,text_b
628,54f28f9a76cf438af1f62eb8baf0b12a43de73e6489209c2a66046c696f2d068,5e05f5add7ecab9efc86f4076fe7a50b274e39299892c8c72494ade47b724f32,text_b
106,717d253cfe4c6ea6a43b49a49d975d38d9ad1f9f30513b284d6d4147ed275a58,c8059e5292c024e54c082278dbcaef89eefa8b30c71a0f0d18f15ca54e33fae6,text_b
49,ef8dee8a23cc7e1645ecec23af650ddfb3dec9138dd8c58ebe5975b14c2f87b2,934fb1df5978d56fe7b5c1564e34facc236291f46bcb1753c5aefdaba1813500,text_a
589,8c1ca437da861b892cdff51d5e2f86f2036253698b9313d33f756aa8402d7543,8e3d0fe7f0fc20e6b1708c01ea95821f208879a3707a531f022b383d9a138edd,text_b
59,cd87d96b2789ca7aaaade525e196920130beaa4c1e151154dd61eea86142321c,3c07c805f294de8432f28f165a9a782f42c4246b87c47a270228a87cdbfb108b,text_a
312,0df69582bfbc88d2ab491211daa5103fc5ce153acd24bda6b350ab978524cc12,998758b9dec12ff93f496f2ae1196571b667da9ef914f1a85ae3806d08a8332c,text_a
510,001fad3d413ca95945767d0d2c3274e30b22ce5f7b0d8d691d6b2a6ca9bfc6b4,133441465f2ada04cc432e25f28ee808a03821b1332763575b27319f3a2f5025,text_a
457,adc5bb5f20132438a4f561c79f64e852d9be074638759036aee323e6635f47b5,3902b92677468cf6db461e4f6a199ec166388374dd10ece9d096e590ff9e231b,text_a
446,2adff9e7327c1992e935454271302924811497a00be5d2c6054557797ea960ae,5eaf0f9d5054caba133d460d14f379624d6c5a3b0f51330bb31076de62f7b7f3,text_b
359,e17c8dc09953806d71d86479a2df20e63ef84e0c66fcf608992e7a9fdaa7f2c8,4d46c15c1cd22bfdbe4945412f70932990a0680f92af9276e1623799a94ed58a,text_b
377,a55e196ee22fa4b10a840e1c8d4f18df7bd32f8d08cc6a87c58d5035c04ebb4e,a89633fe4b4d9e39680af4d277e16fc43b6ac6cbe74165c030f2bb426255fe8b,text_a
414,055454dabedacfe79b5160746050109d10ceea8ab630757ae3f2c19f7eeebbc4,e097206ef5257018ff9cf91e96b0662cbd4ea506cb1078f44a55252c6c18d4b5,text_a
398,e171e74ff51c293266e4311c29ac2db493e7d345e6e8e527e5017ca7f0eb4521,22fc3663397d1e1b8dcaecb93662322c18311c029ee0c5eb95a379b05c269a15,text_a
348,21b082de9106b62ccd832b819cad5391fc69906bd7650d163d26e786a585d2cd,131f3a838fd5e97462724d15ff41db07f041d5038989f25ac04e2a39636b440f,text_b
84,1408e992c5e318063df9e106ae3c33794db96e53c7ecdd107155f0315f3249d3,abd9df297d9d9ff512d148c3c3c0fa3d89f4894f82d5679060c3c01f64d69425,text_a
594,5f48620df03993bc65f357897537031febde6876f27dfc605fcaabd9c257e35d,8d8ec9ef846d786a476c4be6ebd51e96502a0b29a7912f6023a7dc4630953728,text_b
635,fe793f777746d4e37ae2b6630f015bd5e158fc07cf17392dae28a628cf8a8307,7a5f52a761f155d9b0dde8026f140a24b69b7a2cb0c357ce939444aa90d463b8,text_a
202,e277d8d53f9b25b38212b9df488ec29ce1a7b0d38ec29fd197891a95afaa316f,ced81701c8c7587c0e36289f08569a2596eca43a4eb6730d6478f8fbf2ca7b55,text_b
111,770bcf8f43fa6e443c3327ef9000565f6a2215d02948458c3814007398f37320,7c192ef6278c86c5de0cb917ec2fec792a7af563f5c186497f2fb880b54a10e0,text_a
620,5a18dea26cc3ba15abc196d8ddb9aa0578cc03340184f14a6012836003300873,b16d1b01559ba5a81c04c283df65e8f571e7475bb8fb52aa8cdb6b60eb4ef79f,text_b
225,7c67ba707fa84490567b256462f18d686d5ae55b90aa337cbd1208f28b6e7043,ab2cf82af783338cd97fbde5bb8ea3d955bdad54809ba7f7449d5c13a9eb09f3,text_b
418,035e4d2f6e4454a48343f2df6c20afa693f271e84d3fdc659361de0e1ec823a7,8cb0399fdf6d4efec75bb17c56027c5295657e0d5673bdb90f9376d7ff2b9596,text_b
121,2378fd942f85f1a3b12ec0377bb8d7c44c7289d1bc9a7dae565f781cb5330fff,bb878cbf02e772b5cedad7ac1261539c2155fe478d8c435733beadb850a3e2bd,text_a
236,47c56aaf561103868ed896f05f6af324eeb2a33475d64e64aab5d7d66e54f5d4,cbb5fb0b064a27248e7ac1776b7971d842cc098d3bfdfad60997c8878e6a49c1,text_a
539,f13c030f77d3d605cda7e2d503d9d5ddd4f4afb5c6686a63d54bb0eb72ce7a9d,57c4041b4ae5414dceac0f4cb8d0e5f592973c3717635698284d999b0b722c45,text_b
409,87745f1677f1f61f7d3822c56b9a81f90553aa7438599624c706c15de0235cf3,63c4f564bfd9a57b0609bc460b4f3e5b41ab5baa0f94b9354d5739553ca02d8a,text_a
360,dafb8bf44d36d150237ba666327a4db574b395049905c3f2fc59daa23265ebf9,e6b71e7dfc63408875ff5105bbb578a6ca39ed1b59f21660de3aaa2a17e7f810,text_b
495,4240565612cbfdeab00a807e33fccbec4ac4a3d8e4a2d8ca2b7db2f24d69866a,4af548b188e62890f712e5c0ac2ea33174388cdb59f96f5bcaca2eeefa7e069e,text_b
615,f65d367c94a401951d974fe59e82360062f83a532043eca2d3b0f54c90bc1d0f,df370bbf42fe1a363c15d5c499bab5f382493f98efb22795ded5351b0e65ee07,text_a
591,4ec91e85abec981ae3300b91fc3d0cc108394ebb0929a5cbd1d524a527cc5e5b,0c004e34964ecec0812a2b43b3ecd7e332b53c907d90e59460bf4b5762082ce8,text_b
422,5ffc54df8002f9f82f9ca392ec3874f8d9eda26aa27fde3034fa6dd434c37c8b,a0c27f8466e0f60e90701458656f25d51572de94bfaa9b93bbd2e6c08277d9e6,text_b
560,66acb8d61e92e9b0a34abcfbf779ab04840c704d647610642e31122a6c4b8f6d,eb120860bff33d8176a9d2216b365b27266bb3df053aea01ecfda8919ae132d3,text_b
452,d55b8c8a83b2d98962e8716a3b61325e7580517dcc5ea1e35beb6c7065fb35a1,a62110f03a8313ade3d160871d567716bd56591c42232d835d09ad5dcf2aff43,text_b
117,e7e3ccee85d75f3c07dc2b88d4b390a2e3b2440a87c00b20a6e2bd8ff11fdcfc,2f4d56ec35cc61eb83f360bc3657b29aae0d7e65818d2e4fb31b7da7cdc737f0,text_a
94,6ce7581ccb4833fba255096a30799a25b82a427a66ac6e91b2d47e658162d40f,6a2a683b7af88c6f9aba6c07f1a06a64e47c94f943ee7701939e5703bd576c3d,text_a
573,f352c982a21713470b96271ceca7e53ae4efcf068e1537ced87d6fc5005189dd,a2090f95bd7b95b062de5aa54764bb166cd8c256e3d4c195009c38f13a14b4e2,text_a
19,eb28215fe1d1c1f6020cd5d76a5681118fd65b09dc6803790fc45337cf46c0b4,485c5b5be65bc0c6f0d99966999c346826643dd082d9010ded27f0a8cff92c3b,text_b
325,74e93c36c8078cb11885e080f34deb576e6c55a86812f127b4a7f084dc6df784,acf25dcd91906d5a3552dffc96a4264eaaadd29d80a92769dc99b08eb963a1b3,text_b
500,ef402d692f5b6702ca5b6b23cded9ab4ead374be52cca1ec4180ed1b7062824a,49554efbf3e5ebb27a1e85422da329c548037d22a7e0fe987eb25a676c166608,text_b
24,8c75b8ea4a0888bad8d56347b72707b96a16b93401dca8fdb4617701b3b44525,f886ebb02e8d422cb83226222d0cc668b1e95e07d21f6bea18581d2606120829,text_b
419,90a31e3b86e7ad19a0c3c11c58ed0b395edb157f878c74e329c869e27788d34d,82365000233f88706781417c60628a67611ee315f4894fa626bf99532b6a622a,text_b
434,7d9dc75bfe261e394924760e7badd18ff36b43aebc79636cd33882a0d66a5a2b,d03459e4e3724f1cfd3f766c6c3b4b164ed59be525310ef62adfff9b23623b37,text_b
69,065b0e6f07740a6644a7c37140d9f8b2bd7b07a4f7af91c6d6d488c73edf2280,8a3a611a78a19b9a6dedc99beda8db026e20fac543bc9d811b3f1c609923fb3b,text_b
394,66fe9f70fec9486eda5381f5432d33432da53e7b9f708352ce1957780fb2df50,e6ab0783bbb0d9a6f4aa708c9218835a8a8c9427d0d35e54e594fd7ad1ad171e,text_a
303,6e537dd72593693ed41b8c11011f18459c4f2c1e4fe43e261f841ccc891ac3c4,338bc3217511ad93b817f2ab505bb1f5a92115a12417aa21fc3d46b9929f86cb,text_a
432,78bae1259e180d2307da5b74c093cb02ba1021aa4d51cf5eaf689a0b5a825a52,3ce5e059a8a93567b81927097142e7852f273565f95bf598c4cf08bcf34e5fba,text_a
173,be8e928bd533b51594011ebfe4f38c969241d60bdb3fa24b7f972fdcf60b0c29,feba3e8791910220f76cd9bd8f146553680e30f3ee31583d0cae2eed856efbcf,text_b
180,772345b28bf7b74b0869fb67aa0e429e75c24c76b5074b774d15d291e174cea1,5d929c09b95a54ed0a58f09e3da1a1aeb2be084dee57927ad3f6606ac0ae6146,text_a
550,aef3344faee0d4053f6ec956f80584e33e1709efe3c67aae819d3a8ec1340923,64f4f6ee563949d8bdbf8b705d7a1877bfe325a5ce2afe1dd5f8f7cf21048dc7,text_b
437,1e8db8d8c2b4e6d9c6e69150a05fa11fee8aa21c200595d0c96e4c53cf142202,216bbb2747cc62e2079d7ae70054734a5912def6b45c044f213343d5a563cc50,text_b
32,2510d082755afcbfdba699c70ef16dee8f840b55d779508e9c6a90bb4eaa61c5,03cdbbde68147c1701cebbe41fd2ef3561d20fda358119584943801d83c56122,text_b
604,98f42fcbeb292c2df5ddbf51f1a0c734d8325e3bf818c043adf44049525b6ac8,f8d78a728624256d08c634de01ddd40868eeaacbc073b7fcbc713b3d6260e22e,text_a
363,fe73624fcd41af14764c6e2f149afb813b8f901500257523cb2a4660421f6ffd,74cc312ff60936adf920e1b5dd6c182e1db03bcbf95d598dc4e4bc972365d36a,text_b
323,21bc9c866011af4ccbb15efef8f610762d0735953cd0600082dcccf131f43e1d,0c31623fa4e66e474a1cb1617410c02c394b4fddfcbc4feacf265cebc9e4da09,text_a
311,809bba184de9423ade96271bbeac4ebffd1b4e11e5896a285e81184267c19903,33237a676fb1474bbfa5f3bf996caee25f25c518af7e77f0a96f846b3e9a9a23,text_a
155,a676df50acd23e67fef9628c61a633c412128430b42a22598b9958a5945e1776,88dd03d5b6f167ba6c49f1809788fe23c1c487137e1235d0bb11db4aa0938039,text_a
52,5ac7206e867ce9aa231e8ea5059e0a38aa25270ab5170f1374a8370966f5b9ca,2d868ef6e4de0a0c82e667a40ac730b6f64a3ca6daf84a99493df0da77467883,text_b
291,720ee42f3d0e7bc1d973ecfbeb08770aab3d67c8aed70f61358047f2c29599f5,938d6cc5cdb88024296e75b23a7a43d3f4fc9d1ab160daee8487790b17d68a5e,text_b
229,5f752fb8b7ad437a88a724a9747afe340b77775b80e615d7e0c0baf2f5a9d080,fd00d0eca509b6dd7489e18c599aea202035c0aa94233ea59dcc542187b0bac2,text_a
417,a6222d3bfeeb5c630d467ea8e45f6cd15af32dfb357971ae6987ffd88b27aeac,018c4436f4e812a6d32743ceb519f076148fff97c70a1752ec16d4804f5d3152,text_a
199,586883788855a7c3b28b0f66f8c3c1adcbe266ec07f17313a13889b6c809d41a,4f10306c2e58378f536b4d1c69a3885ff8399fa458f3e0cc354aee155a4277d6,text_b
305,e27f807d68d098c412a74c4bd0aa010a423afd95ef64c5c2962713a373c62035,bea6ebee97ececab16a65776ebb55823473be9547e6206d84bcf07b6715201ae,text_b
301,8e7912efbf8883febd5b9dd0709efb4e4f8cefceaf68a04a6eb31f0c54fbd1ca,f353608090105138b88302559805dcf9789a5b3aa64f31c6c5041fc82d9bc658,text_b
542,184f8d68cb37859f817da1e702f7508ca31c3a1b12290751a5073c4f276e37e4,9da90ae597e0eb61c7b5a5ee9880dd0f1355bdfaa299a6c65168b2f01110d718,text_b
267,c8f69e6bd8c10f9339baa26ec2b082e9ae64d85a659513b6c3382c830aac5fdb,aecdd699781278dc2b82a049480248f3fdc4c1b9e08889d3607c2da8ba3bff6f,text_a
167,89071c1dbd485891a4a7524660103fca0ccbe8347fb7eaf5ecc3511f47f09130,12e8cadc8f03e1e97940ddd1a35342456885fc1a4025b14f5756d7777cf669d5,text_a
429,3bf024633cd5b0707506495b696866244f2895bc8c8fa27d18cadabdb54b4cf1,4cf96a1941388b642b69a9670c3b1ab5bb310e3e291c2344ea44c56e0135a33f,text_a
38,372fa41bc5fe2dbb9b9707942efce47d569657a6cd6c5e12affc3965d19ea948,ec2a2d3a914a607effe9d6514b4b62871bfca2f6d2a139c511fb3de67dc43c30,text_a
150,38a816c40b16947bee34dd7e74155d24fea54c159f4cd4b3fd49a53a870cf9a9,51515d47d1531b5d7709efa8c37201de26f4a839df8114bc57d4bdef0c9adeef,text_b
613,a011677746a0c0f7f4ebe54df9d9ac2ab56f43fb948f2e2ee3dbcae8a3279593,c6ed05f7df22d9b2ba914413dd50ea780a77dcae654deb7b20ba2516e296107e,text_a
352,39ef1c6f7c64b6948b7c836ba33b1d8ab9dc8a2fae84b591abfd5cb18a4552c2,0098e08cdbd7b8f155e08f293af9b1e2a292a005d8944e79dff41662448dbcf2,text_a
183,b49a6c2b833bd21f5bc2cdf51c58e2b9969b9c160b885dbce3be3b83133238bb,8206868666708ca7a5bec7ff2197cd596765dd1008cfdcad933ad99301edd1a4,text_b
70,73b23b5d1978cd636df5f07ecf5d9371d72506680eba5155a5fde8337777292c,adca07df0cf6166b2952ecb1a009c77414b697ef414ed3e178fddc94cc26a989,text_b
252,a53f0d6845a469429f27cf6811de0d94b334ca4ca94c4dfbb16b2efcfdc1e1d8,a77b39b2daa94ecd8e600a53a8685cb83e3fd6316a2699b9f260b40f7ca52466,text_b
31,7e24e65582c289685cf08b32ed7650189c169d93c179de28dd218f37c3b3b72e,690f230bf33aa6f932bc17c3efd25a94bf4baff69ce072e1ab3fa448ca8c43d5,text_a
22,16eba06b0a48274f50e96eebe3933eddee6cc0b55ebe1ad4b5d18171f005f488,ae531772167a57178174137874228fb75e9d53c41ce623d04997e5522fbcbff0,text_b
345,b0799528f35c94fd99f63af3f6d7666dfbc655e33c2ea6870aea495c48ebed27,ce5bf771ec637275249a0f39e8b895cdc37f7259a105a62b15e4fe86768598b0,text_a
81,4f60e9acbf208f7d061405b5aa9a3b241c43649044c15543127893486fb76c8f,41e1a600d8b399d43e59f388a532f76f7debbb6d7692dfd980d008a6f877f49c,text_a
275,5216756eeb8eb411a73432de401e6c3e3312ca9b8c6941758b28d347a06c96e9,eeac1269d106de848a17b8fa68d54edaf6602c567782c0e5cd5ffb1c66674ab5,text_b
622,153b0bc13ea6f7b008b76393def78ea7ec57f398f2aadf9793d2212860d48de5,47b538740db3c90dd01ce134794ceffb0ade826e8a1345c2a19ec8d3e9d2141b,text_a
126,e25d745165f2c05a249bd964e85b8045bfd67ddedd518a879897520aa19a78cb,ca2c49382b3984d5c61ba7b7e91007be41c9336d49e62a7fc74ba1da66703ffb,text_b
330,8a6711300b9d9f4bde702ef56f03e4e00ba6871a8d3dee92b9a5122ef6e5e7b6,d309893db997b80f18172c00a87c1c625eb2ec1bf5ca36430a7b05bdbf6222c6,text_a
346,0f8ec93cba43d21b0dace5750159dc3cb8ff5bd0d14d5d48750f2ecc515786ef,81cc5d626f68b7ca50a0e767ba1ebbb8a74ce157f39b91a10b6b05418e9ee4d4,text_a
30,8d3e842b6ccb73b75bf95339f1b28a65eeaf0678234ba702366e26533fab7b46,c607d1ae4c7911d15abe16d8db99949c7662d261cf04c9f3da1d06f2dc61f4d2,text_a
293,ae67f586c18df3500c6d85f5bc4808c95c7119f9e736e4235b8d7fdcc25df1b2,ba2ef15daad30e0dd56844f3b6602c64e6e7bfc81ba6f49fdd021660d7e6bdc0,text_a
339,c135d5d8fd36774d14f75b296232c2dfe90446d221735d17012ac002721d1f8a,f54e75608bb90ea63f8455461ae7193d9354acc77428b3786b2570c0e364a209,text_b
557,37a3bbdfae1b38d8929e579464f9261719fd86c4a04a81d8e04d4c3d7942f9cf,1db6e4423456860a05081c617eadfcaf9843f511092f904956806dfd42feec8a,text_b
7,7dc907db586b4f0126f055fa7e90511765039bc8ad308b3e185e783fca4ac00e,500e67e3aa2def222bf603a9f2088e38eeb122ebd021a99748a1e19b88ccbe4e,text_a
153,bed33d2fad9653b3c957558fcdb4b26be08a2c65acdb500f8e97149e43a645e4,db51d8410b2bbd81ab3f3e63624ba9649c9ce38c0670fc549c2c03c88bf00ae3,text_a
