index,text_a,text_b,preferred_text
3745,"n, m = map(int, input().split())
edges = [set() for _ in range(n)]
for _ in range(m):
    u, v = map(int, input().split())
    edges[u - 1].add(v - 1)
    edges[v - 1].add(u - 1)
for i in range(n):
    if len(edges[i]) == n - 1:
        continue
    for j in range(i + 1, n):
        if len(edges[j]) == n - 1:
            continue
        if len(edges[i] & edges[j]) != len(edges[i]) + len(edges[j]) - n + 1:
            print('No')
            exit(0)
s = ['b'] * n
for i in range(n):
    if len(edges[i]) == n - 1:
        continue
    s[i] = 'a'
    for j in edges[i]:
        if s[j] == 'b':
            s[j] = 'c'
print('Yes')
print(''.join(s))
","# -*- coding:utf-8 -*-

""""""

created by shuangquan.huang at 1/17/20

""""""

import collections
import time
import os
import sys
import bisect
import heapq
from typing import List


def solve(N, M, edges):
    if M == N*(N-1)//2:
        return 'a' * N
    
    g = collections.defaultdict(list)
    for u, v in edges:
        g[u].append(v)
        g[v].append(u)

    s = ['', 'a', 'b', 'c']
    for u in range(1, N+1):
        mark = [3 for _ in range(N + 1)]
        mark[0] = 0
        mark[u] = 1
        for v in g[u]:
            mark[v] = 1
    
        for u in range(1, N+1):
            if mark[u] == 3:
                for v in g[u]:
                    if mark[v] == 1:
                        mark[v] = 2
        
        a, b, c = mark.count(1), mark.count(2), mark.count(3)
        if a*(a-1)//2 + b*(b-1)//2 + c*(c-1)//2 + a*b + b*c != M:
            continue
        
        if any([abs(mark[u] - mark[v]) > 1 for u, v in edges]):
            continue
            
        return ''.join([s[mark[v]] for v in range(1, N+1)])
    
    return None
    

N, M = map(int, input().split())
edges = []
for i in range(M):
    u, v = map(int, input().split())
    edges.append((u, v))
    
s = solve(N, M, edges)
if s:
    print('Yes')
    print(s)
else:
    print('No')",text_b
3746,"def solve(n, a, b, c):
    if n == 0:
        return 0
    if dp[n][a][b] != -1:
        return dp[n][a][b]
    dp[n][a][b] = min(solve(n - 1, a, c, b) + t[a][b] + solve(n - 1, c, a, b), solve(n - 1, a, b, c) + t[a][c] + solve(n - 1, b, a, c) + t[c][b] + solve(n - 1, a, b, c))
    return dp[n][a][b]

t = [[0 for _ in range(3)] for _ in range(3)]
dp = [[[-1 for _ in range(3)] for _ in range(3)] for _ in range(41)]
for i in range(3):
    t[i] = list(map(int, input().split()))
n = int(input())
print(solve(n, 0, 1, 2))
","#	!/bin/env python3
#	coding: UTF-8


#	✪ H4WK3yE乡
#	Mohd. Farhan Tahir
#	Indian Institute Of Information Technology and Management,Gwalior

#	Question Link
#	https://codeforces.com/problemset/problem/392/B
#

# ///==========Libraries, Constants and Functions=============///


import sys

inf = float(""inf"")
mod = 1000000007


def get_array(): return list(map(int, sys.stdin.readline().split()))


def get_ints(): return list(map(int, sys.stdin.readline().split()))


def input(): return sys.stdin.readline()

# ///==========MAIN=============///


def main():
    dp = [[[0 for _ in range(3)] for _ in range(3)] for _ in range(43)]
    matrix = [[0 for _ in range(3)] for _ in range(3)]
    for i in range(3):
        matrix[i] = get_array()
    n = int(input())
    for i in range(1, n+1):
        for frm in range(3):
            for to in range(3):
                other = 3-frm-to
                if frm == to:
                    continue
                dp[i][frm][to] = dp[i-1][frm][other]+matrix[frm][to]+dp[i-1][other][to]
                c = dp[i-1][frm][to]+matrix[frm][other] + \
                    dp[i-1][to][frm]+matrix[other][to]+dp[i-1][frm][to]
                dp[i][frm][to] = min(c, dp[i][frm][to])
    print(dp[n][0][2])


def __starting_point():
    main()

__starting_point()",text_b
3747,"def main():
    s = input().strip()
    print(min(s.count('B'), s.count('u')//2, s.count('l'), s.count('b'), s.count('a')//2, s.count('s'), s.count('r')))

main()
","from collections import Counter

def main():
    s = input()

    c = Counter(s)
    w = Counter(""Bulbasaur"")

    ans = 1e9
    for char in w:
        ans = min(ans, c[char] // w[char])

    print(ans)


main()
",text_b
3748,"from collections import Counter

H, W = map(int, input().split())
S = [input() for _ in range(H)]

def check(n, S):
    cnt = Counter(S)
    pair, single = divmod(n, 2)
    for v in cnt.values():
        pair -= v // 2
        single -= v % 2
        if pair < 0 or single < 0:
            return False
    return True

print(""YES"" if check(H, ["""".join(sorted(s)) for s in zip(*S)]) and check(W, S) else ""NO"")
","H, W = list(map(int, input().split()))
Ss = [input() for _ in range(H)]

# 行の入れ替えパターンを生成する（中央付近から埋めていく）
def dfs(iR):
    # 全て埋まったら、判定に移る
    if iR < 0:
        return check()

    # 未使用の行を検索する
    iF = flgs.index(False)
    Rs[iR] = iF - offset
    flgs[iF] = True

    # ペアの相手を決めて、次のペア生成に移る
    ans = False
    for iF2, flg in enumerate(flgs):
        if not flg:
            Rs[H - 1 - iR] = iF2 - offset
            flgs[iF2] = True
            ans = ans or dfs(iR - 1)
            flgs[iF2] = False

    flgs[iF] = False

    return ans


# 与えられた行の入れ替えパターンに対して、列の入れ替えのみで点対称にできるかを判定する
def check():

    Ts = [Ss[R] for R in Rs]
    Ts = list(map(list, list(zip(*Ts))))

    # (W+1)/2列目を使用可能かどうか
    if W % 2: flgCenter = True
    else: flgCenter = False

    # 各列に対して、処理を行う
    Used = [False] * W
    for j, T in enumerate(Ts):
        if Used[j]: continue
        for j2, T2 in enumerate(Ts[j + 1:], j + 1):
            # 上下反転したような未使用の列が存在するならば、次の列へ
            if not Used[j2] and T[::-1] == T2:
                Used[j2] = True
                break
        else:
            # 自身が上下対称、かつ、(W+1)/2列目を使用可能ならば、次の列へ
            if T[::-1] == T and flgCenter == True:
                flgCenter = False
            else:
                # この入れ替えパターンでは不可能と判定
                return False

    return True


if H % 2:
    # Hが奇数ならば、先頭にダミーを付加
    flgs = [False] * (H + 1)
    offset = 1
else:
    flgs = [False] * H
    offset = 0

Rs = [-1] * H
if dfs((H - 1) // 2):
    print('YES')
else:
    print('NO')
",text_b
3749,"MOD = 998244353
N, X = input().split()
N = int(N)
A = [int(input(), 2) for _ in range(N)]
X = int(X, 2)
A.sort(key=lambda x: -x.bit_length())

def f(x, y):
    while y:
        x, y = y, x % y
    return x

g = A[0]
for a in A[1:]:
    g = f(g, a)

B = [0]*4001
for i in range(4001):
    B[i] = B[i-1]*2+((g>>i)&1)
    if i < 4000:
        B[i] %= MOD

dp = [[0]*2 for _ in range(4001)]
dp[0][0] = 1
for i in range(4000):
    dp[i+1][0] += dp[i][0]
    if (X>>i)&1:
        dp[i+1][1] += dp[i][0]
    dp[i+1][0] += dp[i][1]
    dp[i+1][1] += dp[i][1]
    dp[i+1][0] %= MOD
    dp[i+1][1] %= MOD

ans = (dp[4000][0]+dp[4000][1])%MOD
if X >= g:
    ans = (ans+pow(2, B[X.bit_length()-1], MOD))%MOD
print(ans)
","#!/usr/bin/env python3
def divmod(f, g):
    assert g
    h = 0
    for i in reversed(list(range(f.bit_length() - g.bit_length() + 1))):
        if f & (1 << (g.bit_length() + i - 1)):
            f ^= g << i
            h ^= 1 << i
    return h, f

def gcd(f, g):
    while g:
        q, r = divmod(f, g)
        f, g = g, r
    return f

import functools
def solve(n, x, a):
    # (g) = (a_1, ..., a_n) is a principal ideal since F_2[x] is a PID
    g = functools.reduce(gcd, a)

    # count h in F_2[x] s.t. h g <= x
    cnt = 0
    h = 0
    for k in reversed(list(range(x.bit_length() - g.bit_length() + 1))):
        bit = 1 << (g.bit_length() + k - 1)
        if (x & bit):
            cnt += 1 << k
        if (x & bit) != (h & bit):
            h ^= g << k
    cnt += (h <= x)
    return cnt % 998244353


def main():
    n, x = input().split()
    n = int(n)
    x = int(x, 2)
    a = [ int(input(), 2) for _ in range(n) ]
    print((solve(n, x, a)))

def __starting_point():
    main()


__starting_point()",text_b
3750,"k, a, b = map(int, input().split())
if a < b:
    a, b = b, a
if a // k == 0:
    print(-1)
elif a // k == 1 and b < k:
    print(-1)
else:
    print(a // k + b // k)
","k, a, b = map(int, input().split())

mx_a = a // k
mx_b = b // k
if mx_a == 0 and b % k != 0:
	print(-1)
elif mx_b == 0 and a % k != 0:
	print(-1)
else:
	print(mx_a + mx_b)",text_b
3751,"def kostya_obfuscation(s):
    alphabet = 'abcdefghijklmnopqrstuvwxyz'
    for i in range(len(s)):
        if s[i] > alphabet[i]:
            return 'NO'
    return 'YES'

s = input().strip()
print(kostya_obfuscation(s))
","s = input()

last = -1
for i in range(26):
	c = chr(ord('a') + i)
	kk = s.find(c)
	if kk == -1:
		kk = len(s)
	if kk < last:
		print(""NO"")
		return
	last = kk
print(""YES"")",text_b
3752,"from math import ceil
k, d, t = map(int, input().split())
t *= 2
cycle = ceil(k / d) * d
on = min(k, cycle)
off = cycle - on
if on >= t:
    print(t / 2)
else:
    t -= on
    print(on / 2 + ceil(t / (on + off)) * cycle - (on + off - t % (on + off)) / 2)
","def f(x):
    res = (x // k1) * val
    e = x % k1
    if e <= k:
        res += e
    else:
        res += k + (e - k) / 2
    return res

k, d, t = map(int, input().split())
c = (k - 1) // d + 1
k1 = c * d
rem = -k % d
val = k + rem / 2
l = 0
r = 1e50
for i in range(500):
    m = (l + r) / 2
    if f(m) >= t:
        r = m
    else:
        l = m
print('%.10f' % r)",text_b
3753,"def main():
    n, m = map(int, input().split())
    a = [list(input()) for _ in range(n)]
    dp1 = [[0]*m for _ in range(n)]
    dp2 = [[0]*m for _ in range(n)]
    dp1[0][0] = 1
    dp2[n-1][m-1] = 1
    for i in range(n):
        for j in range(m):
            if a[i][j] == '#':
                continue
            if i > 0:
                dp1[i][j] += dp1[i-1][j]
            if j > 0:
                dp1[i][j] += dp1[i][j-1]
    for i in range(n-1, -1, -1):
        for j in range(m-1, -1, -1):
            if a[i][j] == '#':
                continue
            if i < n-1:
                dp2[i][j] += dp2[i+1][j]
            if j < m-1:
                dp2[i][j] += dp2[i][j+1]
    if dp1[n-1][m-1] == 0:
        print(0)
        return
    for i in range(n):
        for j in range(m):
            if dp1[i][j] > 0 and dp2[i][j] > 0 and dp1[i][j] == dp1[n-1][m-1] and dp2[i][j] == dp2[0][0]:
                print(1)
                return
    print(2)

main()
","import sys
input = sys.stdin.readline

n,m=list(map(int,input().split()))
MAP=[list(input().strip()) for i in range(n)]

from collections import deque
Q=deque()
Q.append([0,0])

while Q:
    x,y=Q.pop()

    if x+1<n and MAP[x+1][y]==""."":
        MAP[x+1][y]=1
        Q.append([x+1,y])

    if y+1<m and MAP[x][y+1]==""."":
        MAP[x][y+1]=1
        Q.append([x,y+1])

Q.append([n-1,m-1])


while Q:
    x,y=Q.pop()

    if x-1>=0 and MAP[x-1][y]==1:
        MAP[x-1][y]=0
        Q.append([x-1,y])

    if y-1>=0 and MAP[x][y-1]==1:
        MAP[x][y-1]=0
        Q.append([x,y-1])

if MAP[n-1][m-1]!=1:
    print(0)
    return

SCORE=[0]*(n+m+5)

for i in range(n):
    for j in range(m):
        if MAP[i][j]==0:
            SCORE[i+j]+=1

if 1 in SCORE:
    print(1)
else:
    print(2)
    
",text_b
3754,"import sys
input = sys.stdin.readline
mod = 998244353
N = int(input())
d = list(map(int,input().split()))
d.sort()
d.append(0)
d = [0] + d
fact = [1]*(N+1)
inv = [1]*(N+1)
for i in range(1,N+1):
    fact[i] = fact[i-1]*i%mod
    inv[i] = pow(fact[i],mod-2,mod)
def comb(n,k):
    return fact[n]*inv[k]*inv[n-k]%mod
ans = 0
for i in range(1,N+1):
    if d[i] >= N:
        ans += comb(N,i)*fact[i]%mod*fact[N-i]%mod
        ans %= mod
    else:
        ans += comb(N,i)*fact[i]%mod*fact[N-i-1]%mod*d[i]%mod
        ans %= mod
print(ans)
","P,a,I=998244353,1,input
n=int(I())
d=list(map(int,I().split()))
s=sum(d)%P
for i in d:a=a*i%P
for i in range(n,2*n-2):a=a*(s-i)%P
print(a)",text_b
3755,"N = int(input())
A = list(map(int, input().split()))

if max(A) <= 0:
    idx = A.index(max(A))
    print(A[idx])
    print(N-1)
    for i in range(idx+1, N):
        print(N)
    for i in range(idx):
        print(1)
else:
    dp = [[-10**18]*N for _ in range(N)]
    for i in range(N):
        dp[i][i] = A[i]
    for i in range(N-1):
        if dp[i][i] > 0:
            dp[i+1][i+1] = max(dp[i+1][i+1], dp[i][i] + A[i+1])
        dp[i+1][i] = max(dp[i+1][i], dp[i][i])
    ans = max(dp[i][i] for i in range(N))
    print(ans)
    idx = [i for i in range(N) if dp[i][i] == ans][-1]
    seq = [idx+1]
    for i in range(idx, 0, -1):
        if dp[i][i] == dp[i-1][i-1] + A[i]:
            seq.append(i)
        else:
            seq.append(i+1)
    print(len(seq))
    for i in seq[::-1]:
        print(i)
","# coding: utf-8
# Your code here!
import sys
readline = sys.stdin.readline
read = sys.stdin.read

n, = map(int,input().split())
*a, = map(int,input().split())

if all(i <= 0 for i in a):
    m = max(a)
    idx = a.index(m)
    print(m)
    print(n-1)
    for i in range(idx):
        print(1)
    for i in range(n-idx-1):
        print(n-idx-i)
    return

even = a[::2]
odd = a[1::2]

se = sum(i for i in even if i > 0)
so = sum(i for i in odd  if i > 0)

res = []
if se < so:
    res.append(1)
    a.pop(0)
    n -= 1
# 0,2,4,6,....-th から
if len(a)%2==0:
    res.append(n)
    a.pop()
    n -= 1
while len(a) > 1:
    n = len(a)
    if a[-1] <= 0:
        res.append(n)
        a.pop()
        res.append(n-1)
        a.pop()
    else:
        if a[-3] > 0:
            res.append(n-1)
            a[-3] += a[-1]
            a.pop()
            a.pop()
        else:
            if len(a) == 3:
                res += [1,1]
                a.pop(0)
                a.pop(0)
            else:
                res.append(n-2)
                a.pop(n-3)
                a.pop(n-3)


assert a[0] == max(se,so)
print(max(se,so))
print(len(res))
print(*res,sep=""\n"")
",text_b
3756,"n, t = map(int, input().split())
s = list(input())
dot = s.index('.')
i = dot + 1
while i < len(s) and s[i] < '5':
    i += 1
if i == len(s):
    print(''.join(s))
else:
    while t > 0 and i > dot:
        if s[i] >= '5':
            s[i] = ''
            if s[i-1] == '.':
                j = i - 2
                while s[j] == '9':
                    s[j] = '0'
                    j -= 1
                s[j] = str(int(s[j]) + 1)
                i -= 2
            else:
                s[i-1] = str(int(s[i-1]) + 1)
                i -= 1
            t -= 1
        else:
            break
    if s[0] == '0':
        s = ['1'] + s
    print(''.join(s).rstrip('.'))
","def main():
    n, t = map(int, input().split())
    s = input()
    dot = s.find('.')
    for i in range(dot + 1, n):
        if s[i] > '4':
            break
    else:
        print(s)
        return
    while t:
        i -= 1
        t -= 1
        if s[i] < '4':
            break
    if i > dot:
        print(s[:i], chr(ord(s[i]) + 1), sep='')
        return
    else:
        l = list(s[dot - 1::-1])
        for i, c in enumerate(l):
            if c == '9':
                l[i] = '0'
            else:
                l[i] = chr(ord(c) + 1)
                break
        else:
            l.append('1')
    print(''.join(reversed(l)))


def __starting_point():
    main()

__starting_point()",text_b
3757,"from math import sqrt
a00, a01, a10, a11 = map(int, input().split())
n0 = int((sqrt(1 + 8 * a00) - 1) / 2)
n1 = int((sqrt(1 + 8 * a11) - 1) / 2)
if n0 * (n0 - 1) // 2 != a00 or n1 * (n1 - 1) // 2 != a11 or n0 + n1 > 1000000:
    print('Impossible')
else:
    if n0 == 0 and n1 == 0:
        if a01 + a10 > 0:
            print('Impossible')
        else:
            print('0')
    elif n0 == 0:
        if a01 + a10 > 0:
            print('Impossible')
        else:
            print('1' * n1)
    elif n1 == 0:
        if a01 + a10 > 0:
            print('Impossible')
        else:
            print('0' * n0)
    else:
        if a01 + a10 != n0 * n1:
            print('Impossible')
        else:
            s = ['0'] * n0 + ['1'] * n1
            for i in range(n1 - 1, -1, -1):
                if a10 >= n0:
                    a10 -= n0
                    s.insert(a10, '1')
                else:
                    s.insert(a10, '1')
                    break
            print(''.join(s))
","import math

def get_cnt(res):
    n = 1 + math.floor(math.sqrt(2 * res))
    if n * (n-1) / 2 == res:
        return n
    else:
        return -1
        
def calc():
    cnt = list(map(int, input().split()))
    if cnt == [0,0,0,0]:
        return '0'

    a = get_cnt(cnt[0])
    b = get_cnt(cnt[3])

    if cnt == [0,0,0,cnt[3]]:
        a = 0
    if cnt == [cnt[0],0,0,0]:
        b = 0

    if a == -1 or b == -1 or (a * b) != (cnt[1] + cnt[2]):
        return ""Impossible""

    ans = ['0'] * (a + b)
    i = 0
    while b > 0:
        while cnt[1] >= b:
            i = i + 1
            cnt[1] -= b
        b -= 1
        ans[i] = '1'
        i += 1
    return ''.join(ans)
            

print(calc())
",text_b
3758,"def check(mid):
    last = [0]*len(p)
    for i in range(len(p)):
        if i == 0:
            last[i] = max(2*a[0], a[-1])
        else:
            j = last[i-1]
            while j < len(a) and a[j] <= p[i] + mid:
                j += 1
            if j == len(a):
                last[i] = max(2*a[-1], p[i] + mid)
            elif a[j] > p[i] + mid and a[j-1] <= p[i] + mid/2:
                last[i] = max(2*a[j-1], p[i] + mid)
            else:
                return False
    return last[-1] <= mid

n = int(input().strip())
s = input().strip()
a = [i for i in range(n) if s[i] == '*']
p = [i for i in range(n) if s[i] == 'P']
l = 0
r = 2*n
while r - l > 1:
    mid = (l + r) // 2
    if check(mid):
        r = mid
    else:
        l = mid
print(r)
","from sys import stdin, stdout

n = int(stdin.readline())
s = stdin.readline().strip()

mins = []
packs = []

for i in range(len(s)):
    if s[i] == '*':
        mins.append(i)
    elif s[i] == 'P':
        packs.append(i)

l, r = -1, 2 * len(s) + 1
while r - l > 1:
    m = (l + r) >> 1
    
    test1 = mins[:]
    test2 = packs[:]
    
    
    while test2 and test1:
        cnt = m
        pos = test2.pop()
        
        if pos > test1[-1]:
            while test1 and abs(pos - test1[-1]) <= cnt:
                cnt -= abs(pos - test1[-1])
                pos = test1[-1]
                test1.pop()
        else:
            cntl, cntr = 0, 0
            
            if abs(test1[-1] - pos) > m:
                break
            
            lpos = (m + pos - test1[-1]) // 2
            rpos = m - 2 * abs(test1[-1] - pos)
            
            lb, rb = -1, len(test1)
            while rb - lb > 1:
                mb = (lb + rb) >> 1
                
                if pos - test1[mb] <= lpos:
                    rb = mb
                else:
                    lb = mb
            
            cntl = len(test1) - rb
            
            lb, rb = -1, len(test1)
            while rb - lb > 1:
                mb = (lb + rb) >> 1
                
                if pos - test1[mb] <= rpos:
                    rb = mb
                else:
                    lb = mb
            
            cntr = len(test1) - rb
            
            cnt = max(cntl, cntr)
            while test1 and cnt:
                test1.pop()
                cnt -= 1
    
    
    if not test1:
        r = m
    else:
        l = m
    
stdout.write(str(r))",text_b
3759,"import math
n = int(input().strip())
if n == 0:
    print(1)
else:
    print(4 * int(n * math.sqrt(2)))","print(max(1, 4 * int(int(input()) * 2 ** 0.5)))
",text_b
3760,"import math
n, m, x, y, a, b = map(int, input().split())
g = math.gcd(a, b)
a //= g
b //= g
l = min(n // a, m // b)
a *= l
b *= l
x1 = max(0, x - (a + 1) // 2)
y1 = max(0, y - (b + 1) // 2)
x2 = x1 + a
y2 = y1 + b
if x2 > n:
    x1 -= x2 - n
    x2 = n
if y2 > m:
    y1 -= y2 - m
    y2 = m
print(x1, y1, x2, y2)
","from fractions import gcd
n, m, x, y, a, b = map(int, input().split())
r = gcd(a, b)
a, b = a // r, b // r
r = min(n // a, m // b)
a, b = a * r, b * r
cx, cy = (a + 1) // 2, (b + 1) // 2
dx, dy = min(n - a, max(cx, x) - cx), min(m - b, max(cy, y) - cy)
print(dx, dy, a + dx, b + dy)",text_b
3761,"import sys
from collections import deque

s = input().strip()
x, y = map(int, input().split())

s = s.split('T')
x_list = [len(s[i]) for i in range(0, len(s), 2)]
y_list = [len(s[i]) for i in range(1, len(s), 2)]

x -= x_list[0]
x_list = x_list[1:]

x_dp = [0]*(8005)
y_dp = [0]*(8005)
x_dp[4002] = 1
y_dp[4002] = 1

for i in x_list:
    nx_dp = [0]*(8005)
    for j in range(8005):
        if x_dp[j]:
            if j+i < 8005:
                nx_dp[j+i] = 1
            if j-i >= 0:
                nx_dp[j-i] = 1
    x_dp = nx_dp

for i in y_list:
    ny_dp = [0]*(8005)
    for j in range(8005):
        if y_dp[j]:
            if j+i < 8005:
                ny_dp[j+i] = 1
            if j-i >= 0:
                ny_dp[j-i] = 1
    y_dp = ny_dp

if x_dp[x+4002] and y_dp[y+4002]:
    print('Yes')
else:
    print('No')
","from sys import setrecursionlimit, stderr
from functools import reduce
from itertools import *
from collections import defaultdict
from bisect import *

def read():
  return int(input())
 
def reads():
  return [int(x) for x in input().split()]

S = input()
x, y = reads()
qs = [len(s) for s in S.split('T')]

def knapsack(xs, target):
  es = {0}
  for x in xs:
    es = {e - x for e in es} | {e + x for e in es}
  return target in es

ans = knapsack(qs[2::2], x-qs[0]) and knapsack(qs[1::2], y)
print(""Yes"" if ans else ""No"")",text_b
3762,"MOD = 10**9 + 7
dp = [[0]*31 for _ in range(31)]
dp[0][0] = 1

for i in range(30):
    for j in range(i+1):
        dp[i+1][j] = (dp[i+1][j] + dp[i][j]) % MOD
        dp[i+1][j+1] = (dp[i+1][j+1] + dp[i][j]*2**j) % MOD

k = int(input())
k = bin(k)[2:][::-1]
n = len(k)

dp2 = [[0]*31 for _ in range(31)]
dp2[0][0] = 1

for i in range(n):
    for j in range(i+1):
        if k[i] == '1':
            for l in range(j+1):
                dp2[i+1][max(j, l+1)] = (dp2[i+1][max(j, l+1)] + dp2[i][j]*dp[i][l]) % MOD
            for l in range(j):
                dp2[i+1][j] = (dp2[i+1][j] + dp2[i][j]*dp[i][l]) % MOD
        else:
            for l in range(j+1):
                dp2[i+1][j] = (dp2[i+1][j] + dp2[i][j]*dp[i][l]) % MOD

print(sum(dp2[n][j] for j in range(n+1)) % MOD)
","from math import factorial
MOD = 10**9+7

k = int(input())
bink = list(map(int, bin(k)[2:]))
N = len(bink)

# dp[i][j][k] = first i bits, j bases,
#   k = 1 if maxor matches k, 0 else
dp = [[[0,0] for j in range(i+2)] for i in range(N+1)]
dp[0][0][1] = 1
for i in range(1, N+1):
    for j in range(i+1):
        # k = 0 -> 0
        dp[i][j][0]+= 2**j * dp[i-1][j][0] # distribute
        if j: dp[i][j][0]+= dp[i-1][j-1][0] # new base
        # k = 1 -> 0
        odd = 2**(j-1) if j else 0
        even = 2**j - odd
        if bink[i-1] == 1:
            dp[i][j][0]+= even * dp[i-1][j][1] # distribute even
        # k = 1 -> 1
        if bink[i-1] == 0:
            dp[i][j][1]+= even * dp[i-1][j][1] # distribute even
        else:
            dp[i][j][1]+= odd * dp[i-1][j][1] # distribute odd
            if j: dp[i][j][1]+= dp[i-1][j-1][1] # new base
ans = sum(map(sum, dp[-1]))
print(ans % MOD)",text_b
3763,"from math import factorial as f
from itertools import permutations as p

def solve(n, a, p):
    a.sort()
    dp = [[0 for _ in range(p+1)] for _ in range(n+1)]
    dp[0][0] = 1
    for i in range(n):
        for j in range(i+1):
            for k in range(p+1):
                dp[j+1][min(p, k+a[i])] += dp[j][k]
                dp[j][k] *= 2
    ans = 0
    for i in range(n+1):
        for j in range(p+1):
            ans += dp[i][j] * i
    return ans / (2**n)

n = int(input())
a = list(map(int, input().split()))
p = int(input())
print(solve(n, a, p))
","import math

n = int(input())
a = [int(x) for x in input().split()]
p = int(input())

sum=0;
for x in range(n):
	sum+=a[x]
if(sum<=p):
	print(n)
else:
	ans=0
	for i in range(n):
		dp = [[[0 for z in range(55)] for y in range(55)] for x in range(55)]
		dp[-1][0][0]=1
		for j in range(n):
			if(j==i):

				for k in range(n):
					for z in range(p+1):
						dp[j][k][z]=dp[j-1][k][z]
				continue

			for k in range(n):

				for z in range(p+1):

					if(z+a[j]<=p):
						dp[j][k+1][z+a[j]]+=dp[j-1][k][z]
					dp[j][k][z]+=dp[j-1][k][z]


		for k in range(n):
			for z in range(p+1):
				if(z+a[i]>p):
					ans+=k*dp[n-1][k][z]*math.factorial(k)*math.factorial(n-k-1)

	print(ans/math.factorial(n))
",text_b
3764,"import heapq

n, k, x = map(int, input().split())
strengths = list(map(int, input().split()))
strengths = [-1 * i for i in strengths]
heapq.heapify(strengths)

for _ in range(k):
    for i in range(n):
        if i % 2 == 0:
            temp = -1 * heapq.heappop(strengths)
            temp ^= x
            heapq.heappush(strengths, -1 * temp)
        else:
            break

print(-1 * min(strengths), -1 * max(strengths))
","n, k, x = list(map(int, input().split()))
rangers = list(map(int, input().split()))

for i in range(min(k, 8 + k%4)):
    rangers.sort()
    rangers = [ rangers[i] if i%2 else rangers[i]^x for i in range(n)]
#    print(rangers)      

rangers.sort()
print(rangers[-1], rangers[0])
",text_b
3765,"import sys
from heapq import *

a, b, h, w, n = map(int, sys.stdin.readline().split())
p = list(map(int, sys.stdin.readline().split()))
p.sort(reverse=True)
p += [1] * (n + 2)

def solve(a, b, h, w):
    if a <= h and b <= w:
        return 0
    if a > h:
        a, h = h, a
    if b > w:
        b, w = w, b
    if a > h:
        a, h = h, a
    if a <= h and b <= w:
        return 0
    if a * b > h * w * p[0] * p[1]:
        return -1
    if a <= h and b * p[0] <= w:
        return 1
    if b <= w and a * p[0] <= h:
        return 1
    if a * p[0] <= h and b * p[1] <= w:
        return 2
    if b * p[0] <= w and a * p[1] <= h:
        return 2
    return 3

print(min(solve(a, b, h, w), solve(a, b, w, h)))
","import sys


MAXV = 100010
d = [0] * MAXV


a, b, h, w, n = list(map(int,input().split()))

arr = input().split()

for it in range(n):
    arr[it] = int(arr[it])

# print(arr)
# print(a, b, h, w, n)

def solve(a, b, h, w, z, product, it):
    # print("">"", a, b, h, w, z, product, it)
    k = 0
    if a % h:
        k = a // h + 1
    else:
        k = a // h

    if k <= z and (product // z) * w >= b:
        print(it)
        return



arr = sorted(arr)
arr = arr[::-1]
# print(arr)

d[1] = 1
solve(a, b, h, w, 1, 1, 0)
solve(a, b, w, h, 1, 1, 0)
product = 1
xxx = 0

for it in range(1, n + 1):
    # arr[it - 1] = int(arr[it - 1])
    product *= arr[it - 1]
    # print(""="", arr[it - 1])

    for j in reversed(list(range(1, MAXV))):
        if not d[j]:
            continue

        x = j * arr[it - 1]
        # x = min(x, MAXV - 1)
        if x < MAXV:
            d[x] = 1
        else:
            if xxx:
                xxx = min(x, xxx)
            else:
                xxx = x
    if xxx:
        solve(a, b, h, w, xxx, product, it)
        solve(a, b, w, h, xxx, product, it)

    for j in range(MAXV):
        if d[j]:
            solve(a, b, h, w, j, product, it)
            solve(a, b, w, h, j, product, it)


print(-1)
",text_b
