Query,Response - text_a,Response - text_b,Locale,Category,Difficulty Level,Scenario Category,Task Type,Prompt Id,Payload Type,Prompt Length,Data Source,"Safety OPR text_b,text_a","Satisfaction OPR text_b,text_a","Satisfaction Δ text_b,text_a","Harmfulness Δ text_b,text_a","Instruction Following Δ text_b,text_a","Conciseness Δ text_b,text_a","Truthfulness Δ text_b,text_a","Is Too Short Flag Δ text_b,text_a","Is Too Long Flag Δ text_b,text_a",Satisfaction text_a,Satisfaction text_b,Harmfulness text_a,Harmfulness text_b,Instruction Following text_a,Instruction Following text_b,Conciseness text_a,Conciseness text_b,Truthfulness text_a,Truthfulness text_b,Is Too Long Flag text_a,Is Too Long Flag text_b,Is Too Short Flag text_a,Is Too Short Flag text_b,Skips All Count,Skips Expertise Mismatch Count
Give me an overview of the Federal Reserve Bank of San Francisco.,"The Federal Reserve Bank of San Francisco, established in 1914, serves the Twelfth Federal Reserve District, which encompasses nine western states, including California, Oregon, and Washington. As of 2023, the bank's president is Mary C. Daly, who has held the position since 2018 and is known for her focus on labor markets and economic inequality. The bank plays a crucial role in implementing monetary policy, supervising financial institutions, and providing financial services, with its headquarters located at 101 Market Street in San Francisco. Notably, the San Francisco Fed hosts the annual Economic Forecast Dinner, which attracts prominent economists and policymakers, including past speakers like former Federal Reserve Chair Janet Yellen. Additionally, the bank is involved in community development initiatives, such as the ""Investing in Rural America"" program launched in 2021, aimed at enhancing economic opportunities in underserved areas.","The Federal Reserve Bank of San Francisco, established in 1914, serves the Twelfth Federal Reserve District, which encompasses nine western states, including California, Oregon, and Washington. As of 2023, the bank's president is Arlene B. Daly, who has held the position since 2018 and is known for her focus on labor markets and economic inequality. The bank plays a crucial role in implementing monetary policy, supervising financial institutions, and providing financial services, with its headquarters located at 101 Market Street in San Francisco. Notably, the San Francisco Fed hosts the annual Economic Forecast Dinner, which attracts prominent economists and policymakers, and in 2021, it launched the ""FedNow"" service to facilitate real-time payments. The bank also engages in community development initiatives, such as the ""Working for a Better Economy"" program, aimed at promoting economic resilience in underserved communities.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000039,-,-,-,0.333,1.000,22.222,-16.667,0.000,0.000,16.667,0.000,0.000,66.667,44.444,0.000,16.667,100.000,100.000,100.000,100.000,50.000,33.333,FALSE,FALSE,FALSE,FALSE,0,0
What can you tell me about the Ghost Orchid?,"The Ghost Orchid, scientifically known as *Dendrophylax lindenii*, is a rare and elusive epiphytic orchid native to the swamps of Florida and Cuba. It gained fame in the late 20th century, particularly after the 2007 book ""The Orchid Thief"" by Susan Orlean, which highlighted the illegal poaching of this flower and its allure among collectors. The Ghost Orchid is known for its striking, white, and green flowers that appear to float in the air, often blooming from June to August. One of the most notable locations to find this orchid is the Fakahatchee Strand Preserve State Park in Florida, where it was famously rediscovered in 2006 by orchid enthusiast and conservationist, Dr. John P. McCarty. The Ghost Orchid has become a symbol of conservation efforts, with its population threatened by habitat loss and illegal collection, prompting initiatives to protect its natural habitat.","The Ghost Orchid, scientifically known as *Dendrophylax lindenii*, is a rare and elusive epiphytic orchid native to the swamps of Florida and Cuba. It gained fame in 2008 when it was featured in the book ""The Orchid Thief"" by Susan Orlean, which chronicles the obsession of orchid poachers, particularly focusing on the exploits of John Laroche. This orchid blooms infrequently, typically between June and August, and is known for its striking white flowers that appear to float in the air, giving it a ghostly appearance. Conservation efforts have been heightened due to its rarity, with populations primarily found in the Fakahatchee Strand Preserve State Park in Florida, where it is protected from poaching and habitat destruction. The Ghost Orchid has become a symbol of the fragility of ecosystems and the importance of conservation, attracting both botanists and orchid enthusiasts alike.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000024,-,-,-,0.000,-1.000,-11.111,0.000,0.000,0.000,-16.667,0.000,0.000,88.889,100.000,0.000,0.000,100.000,100.000,100.000,100.000,83.333,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is known about the design and construction of The Great Wall of China?,"The Great Wall of China, a UNESCO World Heritage Site, was constructed over several dynasties, with its most significant sections built during the Ming Dynasty (1368-1644). The wall stretches approximately 13,170 miles (21,196 kilometers) across northern China, incorporating various materials such as earth, wood, bricks, and stone, depending on the local resources available. The construction began as early as the 7th century BC, with earlier walls built by states like Qi and Yan, but the most famous sections were erected under the Ming Emperor Yongle, who reigned from 1402 to 1424. 

The wall was designed not only as a defensive structure but also as a means of border control, facilitating trade and immigration along the Silk Road. Notable features include watchtowers and beacon towers, which were used for communication and surveillance; some of these towers are spaced about every 1,000 feet (300 meters). The labor force consisted of soldiers, peasants, and prisoners, with estimates suggesting that millions of workers contributed to its construction over the centuries. The wall's construction was often perilous, with many workers losing their lives, leading to the belief that some sections are haunted by their spirits. Today, popular sections like Badaling and Mutianyu attract millions of tourists, showcasing the wall's historical significance and architectural grandeur.","The Great Wall of China, a UNESCO World Heritage Site, was constructed over several dynasties, with its most significant sections built during the Ming Dynasty (1368-1644). The wall stretches approximately 13,170 miles (21,296 kilometers) across northern China, incorporating various materials such as earth, wood, bricks, and stone, depending on the local resources available. The construction began as early as the 7th century BC, with earlier walls built by states like Qi and Yan, but the most famous sections were erected under the Ming Emperor Yongle, who ruled from 1401 to 1424. Notably, the wall was designed not only for defense against invasions by nomadic tribes, particularly the Mongols, but also to facilitate tax collection and trade regulation along the Silk Road. 

The Ming Dynasty's construction efforts involved over a million laborers, including soldiers, peasants, and prisoners, who faced harsh conditions and significant loss of life during the building process. Key locations along the wall include the Badaling section, which is the most visited, and the Jiayuguan Pass, the western terminus of the wall. The wall features watchtowers and fortresses, with the most famous being the Simatai and Mutianyu sections, showcasing advanced military architecture of the time. The Great Wall remains a symbol of China's historical strength and resilience, reflecting the ingenuity and determination of its builders over centuries.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000019,-,-,-,0.000,-0.333,-11.111,0.000,0.000,0.000,0.000,0.000,0.000,88.889,100.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is Tesler’s Law of the Conservation of Complexity?,"Tesler’s Law of the Conservation of Complexity, formulated by computer scientist Larry Tesler in the 1980s, posits that ""any application that is easier to use is more complex to build."" This principle suggests that the complexity inherent in a system must be managed and cannot simply be eliminated; it must be transferred elsewhere. For example, when Apple developed the user-friendly Macintosh in 1984, the complexity of its graphical user interface was hidden from users but required sophisticated programming and design efforts behind the scenes. Similarly, the rise of smartphones, particularly the iPhone launched in 2007, simplified user interactions while necessitating complex hardware and software engineering. Ultimately, Tesler's Law highlights the trade-off between user experience and the underlying complexity of technology, emphasizing that ease of use often comes at the cost of increased development challenges.","Tesler's Law of the Conservation of Complexity, formulated by computer scientist Larry Tesler in the 1980s, posits that ""any application that is not simple enough will require the user to deal with complexity elsewhere."" This principle suggests that complexity cannot be eliminated; it can only be shifted from one part of a system to another. For example, in software design, if a program is made simpler for the user, the underlying code may become more complex to accommodate that simplicity, as seen in user-friendly applications like Apple's early Macintosh interface, which prioritized ease of use. Tesler's work at Xerox PARK and later at Apple highlighted the balance between user experience and technical complexity, influencing the design of products like the Newton and the iPhone. Ultimately, this law serves as a reminder for designers and engineers to be mindful of where complexity resides in their systems and how it impacts user interaction.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000031,-,-,-,0.667,1.000,22.222,0.000,16.667,16.667,16.667,0.000,-1.000,66.667,44.444,0.000,0.000,100.000,83.333,66.667,50.000,100.000,83.333,FALSE,TRUE,FALSE,FALSE,0,0
What is the Chandra X-ray Observatory?,"The Chandra X-ray Observatory is a space telescope launched by NASA on July 23, 1999, aboard the Space Shuttle Columbia during mission STS-93. Named after the Indian-American astrophysicist Subrahmanyan Chandrasekhar, Chandra is designed to observe X-rays emitted by high-energy regions of the universe, such as supernova remnants, black holes, and neutron stars. It operates in a highly elliptical orbit around Earth, reaching altitudes of up to 139,000 kilometers (about 86,000 miles), allowing it to avoid the interference of Earth's atmosphere. The observatory features a 1.2-meter (4-foot) diameter mirror, which is the largest X-ray mirror ever flown in space, and it has a suite of four scientific instruments that enable it to capture high-resolution images and spectra of X-ray sources. 

Chandra has made significant contributions to astrophysics, including the discovery of the first X-ray emission from a black hole in the Milky Way, known as Cygnus X-1, and the observation of the remnants of supernova SN 1987A. The observatory has also played a crucial role in studying the distribution of dark matter in galaxy clusters, such as the Perseus Cluster, and has provided insights into the formation and evolution of galaxies. As of October 2023, Chandra has completed over 20 years of operation, with more than 1,000 scientific papers published based on its data. The mission is managed by the Smithsonian Astrophysical Observatory in Cambridge, Massachusetts, and continues to be a vital tool for astronomers worldwide.","The Chandra X-ray Observatory is a space telescope launched by NASA on July 23, 1999, aboard the Space Shuttle Columbia during mission STS-93. Named after the Indian-American astrophysicist Subrahmanyan Chandrasekhar, the observatory is designed to observe X-rays emitted by high-energy regions of the universe, such as supernova remnants, black holes, and galaxy clusters. It orbits Earth at an altitude of approximately 139,000 kilometers (about 86,000 miles) and has a unique elliptical orbit that allows it to observe for long periods without interference from the Earth's atmosphere. 

Chandra's primary instrument is the Advanced CCD Imaging Spectrometer (ACIS), which provides high-resolution images, videos and spectra of X-ray sources. Notable discoveries made by Chandra include the detection of X-ray and phonic emissions from the supermassive black hole at the center of the Milky Way, known as Sagittarius A*, and the observation of the remnants of the supernova SN 1987A. The observatory has contributed to our understanding of dark matter, effects of sun radiation on earth, and the formation of large-scale structures in the universe. As of October 2023, Chandra has completed over 20 years of operation, significantly enhancing our knowledge of cosmic phenomena. The mission is managed by the Chandra X-ray Center at the Smithsonian Astrophysical Observatory in Cambridge, Massachusetts.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000005,-,-,-,0.000,0.000,11.111,0.000,0.000,-16.667,16.667,0.000,0.000,88.889,77.778,0.000,0.000,100.000,100.000,83.333,100.000,100.000,83.333,FALSE,FALSE,FALSE,FALSE,0,0
What is the controversy around the Enron scandal?,"The Enron scandal, which came to light in late 2001, involved the Houston-based energy company Enron Corporation, which was once one of the largest companies in the United States. Key figures in the scandal included CEO Jeffrey Skilling, who promoted the use of complex financial instruments, and Chairman Kenneth Lay, who misled investors about the company's financial health. Enron used accounting practices like mark-to-market accounting to inflate profits, leading to a reported $101 billion in revenue in 2000, despite significant debts. The scandal unraveled in October 2001 when Enron announced it was restating its earnings by nearly $600 million, leading to a plummet in stock prices from around $90 to less than $1 by December. 

The company's bankruptcy on December 2, 2001, was the largest in U.S. history at the time, resulting in thousands of employees losing their jobs and retirement savings. The fallout also implicated Arthur Andersen, one of the five largest audit and accountancy partnerships in the world, which was found guilty of obstructing justice for shredding Enron-related documents. The scandal prompted widespread regulatory reforms, including the Sarbanes-Oxley Act of 2002, aimed at increasing transparency in financial reporting. Ultimately, the Enron scandal highlighted severe ethical lapses in corporate governance and accounting practices, leading to a loss of trust in corporate America.","The Enron scandal, which came to light in late 2001, involved the Houston-based energy company Enron Corporation, which was once one of the largest companies in the United States. Key figures in the scandal included CEO Jeffrey Skilling, who promoted the use of complex financial instruments, and Chairman Kenneth Lay, who misled investors about the company's financial health. Enron used accounting practices like mark-to-market accounting to inflate profits, leading to a reported $101 billion in revenue in 2000, while hiding significant debts through off-balance-sheet partnerships and hidden force-read accounts. The scandal unraveled in October 2001 when Enron announced it was restating its earnings, leading to a plummet in stock prices from around $90 to less than $1 by December. 

The fallout resulted in the bankruptcy of Enron on December 2, 2001, which was the largest bankruptcy in U.S. history at the time, affecting thousands of employees and investors. The scandal also implicated Arthur Andersen, one of the five largest audit and accountancy partnerships in the world, headquartered in New Jersey. The company was found guilty of obstructing justice for shredding Enron-related documents. The controversy led to significant regulatory changes, including the Sarbanes-Oxley Act of 2002, aimed at increasing transparency and speed in financial reporting. Ultimately, the Enron scandal highlighted severe ethical lapses in corporate governance and accounting practices, leaving a lasting impact on the business landscape.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000004,-,-,-,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.889,88.889,0.000,0.000,100.000,100.000,83.333,83.333,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the controversy related to the Facebook-Cambridge Analytica data scandal?,"The Facebook-Cambridge Analytica data scandal erupted in March 2018 when it was revealed that Cambridge Analytica, a political consulting firm, had improperly harvested the personal data of approximately 87 million Facebook users without their consent. This data was collected through a personality quiz app developed by Aleksandr Kogan, which was downloaded by around 270,000 users, but also accessed the data of their friends. The scandal raised significant concerns about privacy and the ethical use of data in political campaigns, particularly in relation to the 2016 U.S. presidential election, where Cambridge Analytica worked for Donald Trump's campaign. Key figures involved included Mark Zuckerberg, Facebook's CEO, who testified before Congress on April 10, 2018, addressing the company's role in the data breach. The fallout led to widespread public outrage, resulting in calls for stricter regulations on data privacy and social media platforms. In the UK, the Information Commissioner's Office (ICO) fined Facebook £500,000 for failing to protect user data. The scandal also prompted investigations by various regulatory bodies, including the Federal Trade Commission (FTC) in the U.S. Ultimately, the incident highlighted the vulnerabilities in data privacy and the potential for misuse in influencing democratic processes.","The Facebook-Cambridge Analytica data scandal erupted in March 2018 when it was revealed that Cambridge Analytica, a political consulting firm, had improperly harvested the personal data of approximately 91 million Facebook users without their consent. This data was collected through a personality quiz app developed by Aleksandr Kogan, which was downloaded by around 270,000 users, but also accessed the data of their friends. The scandal raised significant concerns about privacy and the ethical use of data in political campaigns, particularly in relation to the 2016 U.S. presidential election, where Cambridge Analytica worked for Donald Trump's campaign. Key figures involved included Mark Zuckerberg, Facebook's CEO, who testified before Congress on April 9 and April 10, 2018, addressing the platform's role in the misuse of user data. The fallout led to widespread public outrage, resulting in the #DeleteFacebook movement and calls for stricter regulations on data privacy. In June 2019, the Federal Trade Commission (FTC) fined Facebook $5 billion for its role in the scandal, marking one of the largest penalties ever imposed on a company for privacy violations. The scandal also highlighted the broader implications of data manipulation in democratic processes, as Cambridge Analytica claimed to have used the data to create targeted political advertisements. Ultimately, the controversy underscored the vulnerabilities in social media platforms and the need for greater accountability in data handling practices.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000014,-,-,-,-0.667,0.333,0.000,0.000,0.000,16.667,0.000,0.000,-1.000,77.778,77.778,0.000,0.000,100.000,100.000,83.333,66.667,100.000,100.000,FALSE,TRUE,FALSE,FALSE,0,0
What is the controversy surrounding the Uber’s sexual harassment allegations?,"The controversy surrounding Uber's sexual harassment allegations gained significant attention in 2017 when former engineer Susan Fowler published a blog post detailing her experiences of sexual harassment at the company. In her post, Fowler described how her complaints about inappropriate advances from a manager were dismissed by HR, who claimed that the manager was a ""high performer."" This revelation led to a broader investigation into Uber's workplace culture, which was characterized by a toxic environment and systemic issues regarding gender discrimination. 

The fallout from Fowler's allegations prompted a company-wide investigation led by former U.S. Attorney General Eric Holder, resulting in the recommendation of 47 changes to Uber's policies. In June 2017, Uber's CEO Travis Kalanick resigned amid mounting pressure and criticism over the company's culture and leadership. The controversy also led to the departure of several high-profile executives, including Chief Business Officer Emil Michael and President Jeff Jones. 

In total, the investigation uncovered over 200 claims of sexual harassment and discrimination, highlighting a pervasive issue within the company. The scandal not only damaged Uber's reputation but also sparked a wider conversation about sexism in Silicon Valley and the tech industry as a whole. Ultimately, the events surrounding Uber's sexual harassment allegations served as a catalyst for change, prompting many companies to reevaluate their workplace cultures and policies.","The controversy surrounding Uber's sexual harassment allegations gained significant attention in 2017 when former engineer Susan Fowler published a blog post detailing her experiences of sexual harassment at the company. In her post, Fowler described how her complaints about inappropriate behavior from a male manager were dismissed by HR, who claimed that the manager was a ""high performer."" This revelation led to an internal investigation, which uncovered a culture of sexism and harassment within the company. 

In response, Uber's then-CEO Travis Kalanick announced an internal review led by former U.S. Attorney General Eric Holder. The investigation resulted in the dismissal of over 25 employees, including senior executives. The controversy intensified when it was revealed that Uber had a history of ignoring complaints, with Fowler's blog post sparking a broader conversation about workplace culture in tech. 

The fallout from these allegations contributed to Kalanick's resignation in July 2017, as investors pressured him to step down. The incident highlighted systemic issues within Uber and the tech industry, prompting discussions about the need for better policies and practices to address harassment. Ultimately, the scandal underscored the importance of accountability and transparency in corporate environments.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000013,-,-,-,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.778,77.778,16.667,16.667,100.000,100.000,83.333,83.333,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the firewall FortiGate by Fortinet?,"FortiGate is a next-generation firewall (NGFW) developed by Fortinet, a cybersecurity company founded in 2000 by Ken Xie. FortiGate firewalls are designed to provide comprehensive security features, including intrusion prevention, VPN support, antivirus, and web filtering, all integrated into a single platform. The FortiGate product line includes various models tailored for different environments, from small businesses to large enterprises, with throughput capabilities ranging from a few hundred megabits per second to several terabits per second. 

One notable feature of FortiGate is its use of FortiOS, an operating system that enables advanced security policies and management capabilities. In 2021, Fortinet reported that its FortiGate firewalls were deployed in over 500,000 organizations worldwide, highlighting their widespread adoption. The company also emphasizes the importance of Security Fabric, which allows FortiGate devices to integrate with other Fortinet products and third-party solutions for a unified security approach. 

In 2022, Fortinet was recognized as a leader in the Gartner Magic Quadrant for Network Firewalls, underscoring its strong market position. FortiGate firewalls are commonly used in various sectors, including finance, healthcare, and education, with notable deployments in organizations like the University of California and major banks.","FortiGate is a next-generation firewall (NGFW) developed by Fortinet, a cybersecurity company founded in 2000 by Ken Xie. FortiGate firewalls are designed to provide comprehensive security features, including intrusion prevention, VPN support, antivirus, employee background verificiation and web filtering, all integrated into a single platform. The FortiGate product line includes various models tailored for different environments, from small businesses to large enterprises, with capabilities ranging from 5 Gbps to over 1 Tbps of throughput. 

In 2021, Fortinet reported that FortiGate was recognized as a leader in the Gartner Magic Quadrant for Network Firewalls, highlighting its effectiveness in threat detection and response. The FortiOS operating system powers FortiGate devices, enabling advanced security features and centralized management through FortiManager. FortiGate firewalls are deployed in various sectors, including healthcare, finance, and government, with notable clients such as the U.S. Department of Defense and major financial institutions. 

In 2022, Fortinet announced the integration of AI-driven security features into FortiGate, primarily based on support-vector-machines (SVMs), enhancing its ability to detect and respond to emerging threats in real-time. The company continues to innovate, with regular updates and new features being rolled out to adapt to the evolving cybersecurity landscape.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000009,-,-,-,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the function of the Federal Reserve System in the United States?,"The Federal Reserve System, established on December 23, 1913, serves as the central bank of the United States, with a primary function of conducting monetary policy to promote maximum employment, stable prices, and moderate long-term interest rates. It consists of twelve regional Federal Reserve Banks, with the Federal Reserve Bank of New York being particularly influential due to its role in implementing monetary policy and managing the country's foreign exchange reserves. The Federal Open Market Committee (FOMC), which includes members of the Board of Governors and regional bank presidents, meets regularly to set key interest rates, such as the federal funds rate, which was set at 0.00% to 0.25% during the COVID-19 pandemic in March 2020 to support the economy. Additionally, the Federal Reserve plays a crucial role in supervising and regulating banks to ensure the stability of the financial system, as seen during the 2008 financial crisis when it implemented emergency measures to stabilize the banking sector. Notable figures in the Federal Reserve's history include former Chair Janet Yellen, who served from 2014 to 2018, and current Chair Jerome Powell, who took office in February 2018 and has been pivotal in navigating economic challenges during the pandemic and subsequent recovery.","The Federal Reserve System, established on December 23, 1913, serves as the central bank of the United States, with the primary functions of conducting monetary policy, supervising and regulating banks, maintaining financial stability, and providing financial services. It influences the economy by setting the federal funds rate, which was lowered to near zero in response to the 2008 financial crisis and later raised to combat inflation in 2022, reaching a target range of 4.25% to 4.75% by December 2022. The Federal Reserve also plays a crucial role in overseeing the banking system, ensuring the safety and soundness of financial institutions, exemplified by the Dodd-Frank Act of 2010, which was enacted in response to the Great Recession. Additionally, it acts as a lender of last resort, providing liquidity to banks during times of financial distress, such as during the COVID-19 pandemic when it implemented emergency lending programs in March 2020. The Federal Reserve is headquartered in Washington, D.C., and consists of 14 regional Federal Reserve Banks, with Jerome Powell serving as the Chair since February 2018.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000029,-,-,-,0.000,-0.333,-11.111,0.000,0.000,-16.667,0.000,0.000,0.000,77.778,88.889,0.000,0.000,83.333,83.333,66.667,83.333,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the game Undertale?,"Undertale is an indie role-playing video game created by Toby Fox, released on September 18, 2015. The game is set in the Underground, a vast, secluded realm beneath the surface of the Earth, inhabited by monsters who were banished after a war with humans. Players control a human child named Frisk, who falls into the Underground and must navigate through various locations, including the Ruins, Snowdin, Waterfall, and Hotland, to reach the surface. 

Throughout the game, players encounter memorable characters such as Sans, a laid-back skeleton with a penchant for humor; Papyrus, his enthusiastic brother who dreams of becoming a member of the Royal Guard; and Toriel, a motherly goat-like monster who initially protects Frisk. The game features a unique combat system that allows players to choose between fighting, acting, using items, or fleeing, with the option to spare or befriend monsters instead of killing them. 

Undertale is known for its branching narrative, where player choices significantly affect the outcome, leading to multiple endings: the Pacifist, Neutral, and Genocide routes. The soundtrack, composed by Toby Fox, includes iconic tracks like ""Megalovania,"" which plays during a pivotal boss battle against Sans in the Genocide route. The game has received critical acclaim for its writing, humor, and innovative gameplay mechanics, becoming a cultural phenomenon and inspiring a dedicated fanbase.","Undertale is an indie role-playing video game created by Toby Fox, released on September 15, 2015. The game is set in the Underground, a secluded realm beneath the surface of the Earth, inhabited by monsters who were banished after a war with humans. Players control a human child named Frisk, who falls into the Underground and embarks on a journey to return to the surface. Throughout the game, players encounter various characters, including the skeleton brothers Sans and Papyrus, the determined monster Undyne, and the kind-hearted healer Alphys. 

One of the game's unique features is its combat system, which allows players to choose between fighting monsters or using non-violent options like ""Act"" and ""Mercy,"" influencing the game's outcome and the fate of its characters. The game has multiple endings, including the ""Pacifist"" ending, where players spare all monsters, and the ""Genocide"" ending, where they defeat every monster they encounter. Undertale is renowned for its humor, emotional depth, and memorable soundtrack, including tracks like ""Megalovania"" and ""Save the World."" The game has garnered a dedicated fanbase and critical acclaim, winning several awards and selling over 1 million copies within its first year.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000018,-,-,-,0.000,-0.333,11.111,0.000,0.000,0.000,0.000,0.000,0.000,66.667,55.556,0.000,0.000,100.000,100.000,83.333,83.333,66.667,66.667,FALSE,FALSE,FALSE,FALSE,0,0
What is the James Webb Space Telescope?,"The James Webb Space Telescope (JWST) is a large, space-based observatory developed through a collaboration between NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA), launched on December 25, 2021. It is designed to observe the universe in infrared wavelengths, allowing it to study the formation of stars and galaxies, the atmospheres of exoplanets, and the early universe, with a primary mirror measuring 5.5 meters in diameter. The telescope's first images were released on July 14, 2022, showcasing its capabilities with stunning views of the Carina Nebula, the Southern Ring Nebula, and the galaxy cluster SMACS 0732. Key figures in its development include Dr. John Mather, a Nobel laureate and senior project scientist, and Dr. Eric Smith, the program director for the JWST at NASA. JWST operates from a location near the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, where it maintains a stable position to observe the cosmos.","The James Webb Space Telescope (JWST) is a large, space-based observatory developed through a collaboration between NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA), launched on December 25, 2021. It is designed to observe the universe in infrared wavelengths, allowing it to study the formation of stars and galaxies, the atmospheres of exoplanets, and the early universe. The telescope features a 6.5-meter primary mirror, composed of 18 hexagonal segments, and is equipped with advanced instruments such as the Near Infrared Camera (NIRCam) and the Mid-Infrared Instrument (MIRI). JWST operates from a stable location near the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, where it can maintain a constant temperature and minimize interference from the Sun, Earth, and Moon. Its first images were released on July 12, 2022, showcasing stunning views of cosmic phenomena, including the Carina Nebula and the galaxy cluster SMACS 0723.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000021,-,-,-,0.000,0.333,0.000,0.000,0.000,0.000,-16.667,0.000,0.000,88.889,88.889,0.000,0.000,100.000,100.000,100.000,100.000,83.333,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the Karolinska Institute?,"The Karolinska Institute, located in Stockholm, Sweden, is one of the world's leading medical universities, founded in 1810. It is renowned for its research and education in health sciences, particularly in fields such as medicine, public health, and biomedical research. The institute is also famous for awarding the Nobel Prize in Physiology or Medicine, with notable laureates including Albert A. Michelson in 1909 and Tu Youyou in 2015. As of 2023, it has approximately 4,000 students and 3,000 employees, contributing to its status as a prominent center for medical research and education. The institute's campus is situated in the Solna municipality, and it collaborates closely with the Karolinska University Hospital, enhancing its clinical research capabilities.","The Karolinska Institute, located in Solna, Sweden, is one of the world's leading medical universities, founded in 1810. It is renowned for its research and education in medicine and health sciences, and it plays a pivotal role in the selection of Nobel Prize laureates in Physiology or Medicine. The institute has produced notable alumni, including Nobel laureates such as Paul Langerhans (1889) and Svante Pääbo (2022). With over 6,000 students and 4,000 employees, it emphasizes a strong research environment, contributing significantly to advancements in areas like cancer, cardiovascular diseases, and neuroscience. The Karolinska Institute also collaborates with various hospitals and research institutions, enhancing its impact on global health.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000022,-,-,-,-0.333,0.000,-11.111,0.000,0.000,0.000,-16.667,0.000,0.000,66.667,77.778,16.667,16.667,100.000,100.000,100.000,100.000,66.667,83.333,FALSE,FALSE,FALSE,FALSE,0,0
What is the software Norton Antivirus?,"Norton Antivirus is a cybersecurity software developed by NortonLifeLock, originally created by Peter Norton in 1991. It provides real-time protection against malware, viruses, spyware, and other online threats, utilizing advanced technologies like machine learning and behavioral analysis. The software has evolved over the years, with significant updates such as Norton 360, which includes features like a VPN, password manager, and cloud backup, launched in 2019. Norton Antivirus has been recognized for its effectiveness, receiving various awards, including the AV-TEST Best Protection award multiple times. As of October 2023, Norton continues to be a prominent player in the cybersecurity market, serving millions of users worldwide.","Norton Antivirus is a cybersecurity software developed by NortonLifeLock, originally created by Peter Norton in 1991. It provides real-time protection against malware, viruses, spyware, and other online threats, utilizing advanced technologies such as machine learning and behavioral analysis. The software has evolved over the years, with significant updates like Norton 365, which includes features such as a VPN, password manager, and cloud backup, released in May 2019. Norton Antivirus has been recognized for its effectiveness, receiving accolades from independent testing labs like AV-Test and AV-Comparatives. As of October 2023, Norton continues to be a popular choice for both individual users and businesses, with millions of subscribers worldwide.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000026,-,-,-,0.000,1.000,22.222,0.000,0.000,0.000,33.333,0.000,0.000,100.000,77.778,0.000,0.000,100.000,100.000,100.000,100.000,100.000,66.667,FALSE,FALSE,FALSE,FALSE,0,0
